Group1,CWAP,,,,,,,
BINS,,,,,,,,
WaferType,QtyNeeded,FeasibleClasses,,,,,,
85,YE6LW26,539430,0,448509,48540,0,42381,0
85,NG6LW27,540189,0,449865,34080,0,56244,0
85,HS6LW28,540093,0,430308,74346,0,33414,2025
85,WW6LW29,540234,0,454524,30489,0,55221,0
85,CP6LW30,540147,0,438549,63051,0,38547,0
85,LU6LW31,540090,0,444150,8970,0,84780,2190
85,IY6LW32,540123,0,466998,36720,0,36405,0
85,MQ6LW33,540183,0,413601,60366,0,63528,2688
85,CI6LW34,538764,0,418749,82875,0,37140,0
85,GS6LW35,540075,0,406635,83430,0,46812,3198
85,YA6LW36,539058,0,466251,37656,0,35151,0
85,VE6LW37,540171,0,434793,63582,0,41796,0
85,NP6LW39,540174,0,432684,72498,0,34992,0
85,BO6LW40,540255,0,445206,63438,0,30009,1602
85,UO6LW44,540192,0,401670,128751,0,9771,0
85,RI6LW45,538770,0,423972,82290,0,32508,0
85,XL6LW46,540063,0,384315,83730,0,66249,5769
85,RK6LW47,534153,0,363168,37533,0,131214,2238
85,DR6LW48,540252,0,413094,65565,0,54768,6825
85,ZL6LW49,540147,0,417222,10569,0,108576,3780
85,ZD6LW50,540138,0,448569,46632,0,44937,0
85,SF29W01,537009,0,282519,0,0,254490,0
85,WV29W03,536589,0,289809,0,0,246780,0
85,DL29W04,536496,0,336516,0,0,199980,0
85,HX29W07,537585,0,318666,0,0,218919,0
85,FW29W16,535602,0,391107,0,0,144495,0
85,RT29W24,536514,0,366900,0,0,169614,0
85,YX29W25,540174,0,385047,0,0,155127,0
85,II0JW01,534441,0,120621,408690,0,5130,0
85,TR0JW02,534558,0,258363,273546,0,2649,0
85,RH0JW03,535713,0,53850,481863,0,0,0
85,BN0JW04,538980,0,105318,433662,0,0,0
85,YC0JW05,538605,0,38826,499779,0,0,0
85,XW0JW06,539004,0,58365,480639,0,0,0
85,GB0JW07,539640,0,17184,522456,0,0,0
85,MK0JW08,540234,0,29847,510387,0,0,0
85,IU0JW09,540078,0,6141,533937,0,0,0
85,TV0JW11,540120,36,17553,522531,0,0,0
85,HQ0JW12,536721,0,17442,519279,0,0,0
85,IR0JW13,533376,0,0,533376,0,0,0
85,MQ0JW14,540051,0,9921,530130,0,0,0
85,HW0JW16,535641,0,7917,526809,0,0,915
85,JU0JW17,539988,0,526170,0,0,13818,0
85,RD0JW19,540126,0,528321,0,0,11805,0
85,MT0JW20,537123,0,525702,1794,0,9627,0
85,CV0JW21,539364,0,537570,1794,0,0,0
85,YI0JW22,537783,0,360309,176559,0,915,0
85,US0JW23,540087,0,504405,35682,0,0,0
85,BE0JW24,540147,0,174723,365424,0,0,0
85,GT0JW25,538674,0,329214,209460,0,0,0
85,YG0JW26,540120,0,80097,460023,0,0,0
85,EG0JW27,538269,0,0,538269,0,0,0
85,LU0JW28,540171,0,41763,498408,0,0,0
85,OW0JW30,539277,0,27624,511653,0,0,0
85,AC0JW32,538422,0,13029,522744,0,0,2649
85,QS0JW33,540081,0,0,530454,0,0,9627
85,ZC0JW34,540048,0,519012,0,0,21036,0
85,FA0JW35,540048,0,526221,0,0,13827,0
85,AF0JW36,540042,0,539139,0,0,903,0
85,EE0JW37,539970,0,533013,0,0,6957,0
85,LT0JW38,540048,0,312357,227691,0,0,0
85,JM0JW39,540150,0,301044,239106,0,0,0
85,ZR0JW40,540090,0,155826,384264,0,0,0
85,LA0JW41,540135,0,117354,421674,0,1107,0
85,AA0JW42,539805,0,62436,476298,0,0,1071
85,UC0JW43,540168,0,88788,449292,0,2088,0
85,JO0JW44,540144,0,28269,511875,0,0,0
85,SF0JW45,540111,0,75609,464502,0,0,0
85,LA0JW46,540126,0,3753,530376,0,0,5997
85,LO0JW47,540096,0,53097,486999,0,0,0
85,FU0JW48,540129,0,2025,538104,0,0,0
85,DK0JW49,540120,0,37740,502380,0,0,0
85,DJ0JW50,534597,0,7641,526956,0,0,0
85,VWPKW01,540102,0,1074,539028,0,0,0
85,CTPKW03,540135,0,2826,535758,0,0,1551
85,RWPKW05,540132,0,6918,533214,0,0,0
85,ABPKW06,537135,0,0,537135,0,0,0
85,IFPKW07,537993,0,11814,526179,0,0,0
85,WSPKW08,540051,0,0,540051,0,0,0
85,GTPKW09,540096,0,23331,516765,0,0,0
85,IOPKW11,540006,0,51171,488835,0,0,0
85,WZPKW12,538803,0,0,538803,0,0,0
85,INPKW13,540126,0,3864,536262,0,0,0
85,ILPKW14,539010,0,0,539010,0,0,0
85,JAPKW15,538911,0,0,538911,0,0,0
85,PZPKW16,540126,0,0,540126,0,0,0
85,TPPKW17,539187,0,3867,535320,0,0,0
85,ZQPKW18,540132,0,2577,537555,0,0,0
85,PZPKW19,540123,0,3867,536256,0,0,0
85,IPPKW20,540111,0,2058,538053,0,0,0
85,WPPKW21,540057,0,0,540057,0,0,0
85,XGPKW22,540123,0,0,540123,0,0,0
85,JYPKW23,518652,0,0,518652,0,0,0
85,CHPKW24,540111,0,0,540111,0,0,0
85,GN3KW01,540150,0,516111,0,0,24039,0
85,IS3KW02,536727,0,509262,0,0,27465,0
85,UR3KW03,537480,0,507681,0,0,29799,0
85,FQ3KW04,538797,0,517032,0,0,21765,0
85,XE3KW05,539448,0,507801,0,0,31647,0
85,BP3KW06,540189,0,522336,0,0,17853,0
85,BJ3KW07,540159,0,532464,0,0,7695,0
85,NC3KW08,540237,0,539106,0,0,1131,0
85,ES3KW09,540198,0,499194,0,0,41004,0
85,CK3KW10,540174,0,490719,0,0,49455,0
85,CR3KW11,540279,0,524244,0,0,16035,0
85,PX3KW12,540237,0,506994,0,0,33243,0
85,JQ3KW13,540285,0,518622,0,0,21663,0
85,XT3KW14,538713,0,504048,0,0,34665,0
85,QQ3KW15,540216,0,523194,0,0,17022,0
85,QJ3KW16,522336,0,502722,0,0,19614,0
85,LA3KW17,501624,0,447909,0,0,53715,0
85,EW3KW18,540261,0,486432,0,0,53829,0
85,RW3KW19,533106,0,503406,0,0,29700,0
85,FC3KW20,540288,0,490257,0,0,50031,0
85,KI3KW21,535257,0,503688,0,0,31569,0
85,TL3KW22,537399,0,499371,0,0,38028,0
85,YT3KW23,538713,0,518751,0,0,19962,0
85,OM3KW24,534066,0,517566,0,0,16500,0
85,CV3KW25,540183,0,518853,0,0,21330,0
85,CQ3KW26,540177,0,499335,0,0,40842,0
85,WR3KW27,540192,0,492861,0,0,47331,0
85,FO3KW28,540237,0,462888,0,0,77349,0
85,YL3KW29,540174,0,539043,0,0,1131,0
85,JD3KW30,540132,0,513426,0,0,26706,0
85,UM3KW31,539109,0,510084,0,0,29025,0
85,ZH3KW32,536385,0,532581,0,0,3804,0
85,NR3KW33,540168,0,537777,0,0,2391,0
85,EA3KW34,540225,0,515175,0,0,25050,0
85,EQ3KW35,537933,0,502185,0,0,35748,0
85,KH3KW36,540234,0,491511,0,0,48723,0
85,MZ3KW37,537969,0,486477,0,0,51492,0
85,AT3KW38,540216,0,447543,0,0,92673,0
85,YD3KW39,540216,0,525282,0,0,14934,0
85,YQ3KW40,537429,0,533772,0,0,3657,0
85,CK3KW41,537789,0,535551,0,0,2238,0
85,QV3KW42,540213,0,537978,0,0,2235,0
85,OZ3KW43,540156,0,539049,0,0,1107,0
85,NT3KW44,537054,0,522837,0,0,14217,0
85,VQ3KW45,540189,0,494268,0,0,45921,0
85,XG3KW46,540198,0,527163,0,0,13035,0
85,MB3KW47,539031,0,517596,0,0,21435,0
85,HX3KW48,540183,0,513018,0,0,27165,0
85,IL3KW49,540225,0,511251,0,0,28974,0
85,YG3KW50,540171,0,525300,0,0,14871,0
85,ONY4W01,539238,0,491151,0,0,48087,0
85,HLY4W02,540261,0,453747,0,0,86514,0
85,LUY4W03,538854,0,481785,0,0,57069,0
85,DWY4W04,540222,0,501162,0,0,39060,0
85,RLY4W05,535920,0,498465,0,0,37455,0
85,QUY4W06,538968,0,487632,0,0,51336,0
85,MTY4W07,531867,0,506376,0,0,25491,0
85,BKY4W08,538767,0,503925,0,0,34842,0
85,VEY4W09,538587,0,495219,0,0,43368,0
85,SOY4W10,536391,0,487611,0,0,48780,0
85,ELY4W11,540264,0,498273,0,0,41991,0
85,FOY4W12,540270,0,445014,0,0,95256,0
85,SDY4W13,539505,0,494106,0,0,45399,0
85,ULY4W14,539187,0,494235,0,0,44952,0
85,SCY4W15,540087,0,515358,0,0,24729,0
85,LMY4W16,537513,0,525453,0,0,12060,0
85,FSY4W17,537423,0,492075,0,0,45348,0
85,BOY4W18,540288,0,487707,0,0,52581,0
85,CEY4W19,540276,0,540276,0,0,0,0
85,KUY4W20,540294,0,540294,0,0,0,0
85,VRY4W21,539214,0,539214,0,0,0,0
85,BJY4W22,540294,0,534714,0,0,5580,0
85,ADY4W23,539136,0,539136,0,0,0,0
85,TTY4W24,540270,0,539196,0,0,1074,0
85,ZWY4W25,540258,0,539184,0,0,1074,0
85,BDR7W01,536931,0,0,0,536931,0,0
85,TKR7W02,539973,0,0,0,539973,0,0
85,CDR7W03,540270,46455,0,0,493815,0,0
85,ITR7W04,539349,64395,0,0,474954,0,0
85,SHR7W05,539631,169698,0,0,369933,0,0
85,ZSR7W06,537177,30105,0,0,507072,0,0
85,DOR7W07,540261,35844,0,0,504417,0,0
85,ADR7W08,540279,15471,0,0,524808,0,0
85,PUR7W09,536961,22650,0,0,513048,1263,0
85,RNR7W10,540282,24738,0,0,515544,0,0
85,IRR7W11,540300,40884,0,0,499416,0,0
85,UYR7W12,540291,62637,0,0,477654,0,0
85,SMR7W13,539559,113940,0,0,425619,0,0
85,JVR7W14,540297,62598,0,0,477699,0,0
85,OPR7W15,534807,103902,0,0,430905,0,0
85,KBR7W16,540273,53628,0,0,486645,0,0
85,LVR7W18,540306,0,0,0,540306,0,0
85,BHR7W19,537564,0,0,0,537564,0,0
85,TVR7W20,540288,0,0,0,540288,0,0
85,PYR7W21,539301,0,0,0,539301,0,0
85,FJR7W22,540273,0,0,0,540273,0,0
85,MCR7W23,540273,0,0,0,540273,0,0
85,UDR7W24,540285,0,0,0,540285,0,0
85,NNR7W25,539457,0,0,0,539457,0,0
85,JWR7W26,539241,42054,0,0,497187,0,0
85,NZR7W27,540300,26232,0,0,514068,0,0
85,CMR7W28,540288,49710,0,0,490578,0,0
85,OKR7W29,536934,73089,0,0,463845,0,0
85,JUR7W30,540288,121311,0,0,418977,0,0
85,RPR7W31,540240,140247,0,0,399993,0,0
85,TNR7W32,540276,144984,0,0,395292,0,0
85,EDR7W33,540291,85911,0,0,454380,0,0
85,XYR7W34,540141,0,0,0,540141,0,0
85,GIR7W35,540273,0,0,0,540273,0,0
85,NSR7W36,540309,0,0,0,540309,0,0
85,KUR7W37,540300,0,0,0,540300,0,0
85,ESR7W38,540285,0,0,0,540285,0,0
85,HYR7W39,540267,0,0,0,540267,0,0
85,ESR7W40,540303,0,0,0,540303,0,0
85,EPR7W41,539340,3585,0,0,535755,0,0
85,ZVR7W42,539571,30117,0,0,509454,0,0
85,MRR7W43,540270,15954,0,0,524316,0,0
85,BKR7W44,540282,3399,0,0,536883,0,0
85,YYR7W45,540237,12363,0,0,527874,0,0
85,GQR7W46,539352,22161,0,0,517191,0,0
85,YYR7W47,540258,40878,0,0,499380,0,0
85,DAR7W48,540270,63771,0,0,476499,0,0
85,FSR7W49,537522,114261,0,0,423261,0,0
85,EJR7W50,539583,0,0,0,539583,0,0
Group2,CWAP,,,,,,,
BINS,,,,,,,,
WaferType,QtyNeeded,FeasibleClasses,,,,,,
86,1864704,20,23,,,,,
86,4460256,20,23,,,,,
86,1994802,21,,,,,,
86,18702,21,24,,,,,
WAFERS,,,,,,,,
WaferType,ID,QtyTotal,Qty20,Qty21,Qty22,Qty23,Qty24,Qty25
86,FWF1W27,504831,0,438564,0,0,66267,0
86,WFF1W28,503448,0,435039,0,0,68409,0
86,AQF1W30,504087,0,434916,0,0,69171,0
86,MTF1W31,504834,0,461433,0,0,43401,0
86,UJF1W32,504633,0,300966,0,0,203667,0
86,FPF1W34,494025,0,410322,0,0,83703,0
86,FRF1W35,504804,0,316488,0,0,188316,0
86,QCF1W36,498315,0,345345,0,0,152970,0
86,PXF1W38,503184,0,423630,0,0,79554,0
86,AMF1W39,504813,0,433998,0,0,70815,0
86,BMF1W40,504552,0,464364,0,0,40188,0
86,ZHF1W41,504840,0,180267,0,0,324573,0
86,BWF1W42,504618,0,315177,0,0,189441,0
86,ULF1W44,504666,0,417384,0,0,87282,0
86,QEF1W45,504792,0,466983,0,0,37809,0
86,NOY8W01,504846,0,150198,0,0,354648,0
86,UVY8W02,504741,0,80784,0,0,423957,0
86,MIY8W03,504876,0,106407,0,0,398469,0
86,SUY8W04,504855,0,434490,0,0,70365,0
86,VVY8W05,504873,0,79806,0,0,425067,0
86,FIY8W06,504852,0,247005,0,0,257847,0
86,PPY8W07,504390,0,276135,0,0,228255,0
86,TRY8W08,504759,0,179820,0,0,324939,0
86,LHY8W09,491454,0,42414,0,0,449040,0
86,IBY8W10,504852,0,116838,0,0,388014,0
86,KHY8W11,504717,0,0,0,0,504717,0
86,RRY8W12,504858,0,0,0,0,504858,0
86,ISY8W13,504837,0,0,0,0,504837,0
86,WOY8W14,504855,0,0,0,0,504855,0
86,EEY8W15,504846,0,91152,0,0,413694,0
86,VAY8W16,504855,0,226302,0,0,278553,0
86,CQY8W17,504828,0,175392,0,0,329436,0
86,WRY8W18,504849,0,0,0,0,504849,0
86,VKY8W19,504624,0,0,0,0,504624,0
86,EIY8W20,504852,0,134544,0,0,370308,0
86,JVY8W21,503319,0,451545,0,0,51774,0
86,CFY8W22,504867,0,411561,0,0,93306,0
86,HSY8W23,504873,0,16362,0,0,488511,0
86,WKY8W24,504780,0,74622,0,0,430158,0
86,OKY8W25,504837,0,276720,0,0,228117,0
86,KNY8W26,504852,0,206310,0,0,298542,0
86,DPY8W27,504834,0,13473,0,0,491361,0
86,TGY8W28,504855,0,3888,0,0,500967,0
86,WCY8W29,504852,0,85488,0,0,419364,0
86,NUY8W30,504843,0,179994,0,0,324849,0
86,LDY8W31,504171,0,76182,0,0,427989,0
86,PRY8W32,504822,0,304938,0,0,199884,0
86,ZEY8W33,504870,0,337236,0,0,167634,0
86,FYY8W34,504849,0,97350,0,0,407499,0
86,SCY8W35,504771,0,420318,0,0,84453,0
86,VAY8W37,504795,0,361014,0,0,143781,0
86,CZY8W38,504849,0,0,0,0,504849,0
86,ROY8W39,504846,0,0,0,0,504846,0
86,FMY8W40,504870,0,2016,0,0,502854,0
86,KPY8W47,504846,0,0,0,0,504846,0
86,VMY8W48,504828,0,0,0,0,504828,0
86,ZUY8W49,504843,0,0,0,0,504843,0
86,TIY8W50,503634,0,0,0,0,503634,0
86,XMMYW26,500268,124197,0,0,374670,1401,0
86,XQMYW27,504744,0,0,0,504744,0,0
86,UTMYW28,504726,33717,2643,0,467448,918,0
86,XKMYW29,504705,29880,5940,0,467967,918,0
86,XGMYW30,504696,0,0,0,487803,16893,0
86,FKMYW31,504588,0,0,0,504588,0,0
86,GDMYW32,502131,0,0,0,491106,11025,0
86,NXMYW33,494658,0,0,0,484401,10257,0
86,RMMYW34,504777,0,0,0,471225,33552,0
86,OKMYW35,504732,0,0,0,485064,19668,0
86,KDMYW36,503583,0,0,0,503583,0,0
86,YEMYW37,504726,0,0,0,503808,918,0
86,BKMYW38,504750,0,0,0,503832,918,0
86,SYMYW39,504795,108,0,0,502356,2331,0
86,YYMYW40,503700,0,0,0,497991,5709,0
86,DVMYW41,504750,0,0,0,501855,2895,0
86,YRMYW42,504789,0,0,0,499251,5538,0
86,GSMYW47,504780,0,0,0,504780,0,0
86,BC1VW03,502494,0,0,0,502494,0,0
86,HB1VW12,504765,0,0,0,504765,0,0
86,DS1VW17,504858,7650,1242,0,495966,0,0
86,CL1VW32,503412,0,0,0,503412,0,0
86,IU1VW46,504861,0,0,0,504861,0,0
86,GH1VW48,502773,0,0,0,502773,0,0
86,BXJKW27,504798,0,0,0,504798,0,0
86,VNJKW28,504819,0,0,0,451164,53655,0
86,FIJKW29,504795,0,0,0,437538,67257,0
86,XTJKW30,503409,0,0,0,452229,51180,0
86,OSJKW31,504741,0,5703,0,397884,101154,0
86,OKJKW32,501996,0,0,0,480597,21399,0
86,BYJKW33,503544,0,0,0,495561,7983,0
86,MYJKW34,504840,0,0,0,494910,9930,0
86,CKJKW35,504831,0,0,0,498531,6300,0
86,MOJKW36,504816,0,0,0,494595,10221,0
86,WUJKW37,504840,0,0,0,503445,1395,0
86,WOJKW38,504801,0,0,0,499677,5124,0
86,FMJKW39,504129,0,0,0,499005,5124,0
86,GSJKW40,504789,0,0,0,500910,3879,0
86,BNJKW42,504783,0,0,0,502146,2637,0
86,WGJKW43,504840,0,0,0,493242,11598,0
86,DLJKW45,504837,0,0,0,499713,5124,0
86,WAJKW46,504105,0,0,0,494964,9141,0
86,DQJKW47,503544,0,0,0,483564,19980,0
86,PPJKW48,503184,0,0,0,465492,37692,0
86,TMJKW49,504807,7776,20796,0,449604,26631,0
86,EJJKW50,504837,0,7107,0,441447,56283,0
86,NWF4W01,469785,0,371478,0,0,98307,0
86,AEF4W02,497145,0,398739,0,0,98406,0
86,GDF4W03,504801,0,367179,0,0,137622,0
86,JYF4W04,503103,0,145158,0,0,357945,0
86,HRF4W05,504780,0,99501,0,0,405279,0
86,KHF4W06,504735,0,118482,0,0,386253,0
86,BGF4W07,503379,0,422439,0,0,80940,0
86,HSF4W08,504687,0,378396,0,0,126291,0
86,CEF4W10,504594,0,452163,0,0,52431,0
86,SBF4W11,504753,0,455361,0,0,49392,0
86,VIF4W12,500643,0,459834,0,0,40809,0
86,GQF4W13,499809,0,123066,0,0,376743,0
86,CLF4W14,502467,0,453552,0,0,48915,0
86,VLF4W15,504525,0,421458,0,0,83067,0
86,UXF4W17,504702,0,63747,0,0,440955,0
86,UJF4W18,502230,0,291600,0,0,210630,0
86,QMF4W21,502719,0,445143,0,0,57576,0
86,AIF4W24,500301,0,378126,0,0,122175,0
86,MBF4W25,504645,0,343074,0,0,161571,0
86,MX6KW26,504843,0,425145,0,0,79698,0
86,EX6KW27,504750,0,215076,0,0,289674,0
86,YM6KW28,504807,0,341463,0,0,163344,0
86,AO6KW30,504810,0,243435,0,0,261375,0
86,YW6KW31,504831,0,462201,0,0,42630,0
86,JX6KW32,504831,0,458571,0,0,46260,0
86,MP6KW43,504783,0,29202,0,0,475581,0
86,TC6KW44,502560,0,10431,0,0,492129,0
86,NF6KW45,504843,0,352026,0,0,152817,0
86,QK6KW46,504660,0,448536,0,0,56124,0
86,CU6KW47,502617,0,433290,0,0,69327,0
86,IX6KW48,502404,0,313629,0,0,188775,0
86,DKJ8W02,504726,0,0,0,504726,0,0
86,WBJ8W03,504771,0,0,0,504771,0,0
86,RPJ8W09,504837,0,0,0,504837,0,0
86,GZJ8W10,504807,0,0,0,504807,0,0
86,GAJ8W11,504819,0,0,0,504819,0,0
86,RVJ8W15,504825,0,0,0,504825,0,0
86,XYJ8W17,504846,0,0,0,481134,23712,0
86,JUJ8W18,504840,0,0,0,486627,18213,0
86,QOJ8W19,504837,0,0,0,482967,21870,0
86,MYJ8W20,504846,0,0,0,469497,35349,0
86,CXJ8W21,504822,0,0,0,493722,11100,0
86,KFJ8W22,504849,0,0,0,498549,6300,0
86,PNJ8W24,501882,0,0,0,497085,4797,0
86,YUJ8W25,504822,0,0,0,502341,2481,0
86,SCPRW26,504759,0,0,0,504759,0,0
86,ZSPRW27,504804,0,0,0,504804,0,0
86,OGPRW28,504819,0,0,0,504819,0,0
86,TOPRW29,504804,0,0,0,504804,0,0
86,PZPRW30,504804,0,0,0,504804,0,0
86,WJPRW31,504834,0,0,0,500526,4308,0
86,PKPRW32,502836,0,0,0,502836,0,0
86,RMPRW33,504825,0,0,0,504825,0,0
86,XYPRW34,504819,0,0,0,504819,0,0
86,FPPRW35,503325,0,0,0,503325,0,0
86,WVPRW36,504798,0,0,0,504798,0,0
86,UNPRW37,504798,0,0,0,504798,0,0
86,HJPRW38,503424,0,0,0,503424,0,0
86,VGPRW39,504807,0,0,0,503889,918,0
86,ARPRW40,504816,0,0,0,504816,0,0
86,LEPRW41,504819,0,0,0,504819,0,0
86,QLPRW42,504813,0,0,0,504813,0,0
86,GDPRW43,504783,0,0,0,501888,2895,0
86,AZPRW44,504783,0,0,0,503865,918,0
86,HRPRW45,504777,0,0,0,504777,0,0
86,EVPRW46,504780,0,0,0,501885,2895,0
86,EQPRW47,504801,0,0,0,504801,0,0
86,RDPRW48,492483,0,0,0,492483,0,0
86,JRPRW49,504765,0,0,0,504765,0,0
86,FXPRW50,504714,0,0,0,504714,0,0
86,IRR8W27,504762,0,372234,0,0,132528,0
86,HJR8W29,504828,0,402885,0,0,101943,0
86,YWR8W32,504828,0,416553,0,0,88275,0
86,ILR8W33,504825,0,288339,0,0,216486,0
86,LER8W34,504807,0,448230,0,0,56577,0
86,KMR8W35,504852,0,243054,0,0,261798,0
86,NYR8W36,504846,0,104286,0,0,400560,0
86,NSR8W40,504741,0,445641,0,0,59100,0
86,TER8W41,504861,0,450414,0,0,54447,0
86,DNR8W44,504750,0,408600,0,0,96150,0
86,LXR8W46,504807,0,442383,0,0,62424,0
86,ROR8W47,504852,0,183531,0,0,321321,0
86,LBR8W48,504792,0,306042,0,0,198750,0
86,RDR8W49,504816,0,57633,0,0,447183,0
86,WER8W50,479046,0,334143,0,0,144903,0
86,AE5YW01,503619,0,406392,0,0,97227,0
86,BC5YW02,504735,0,298893,0,0,205842,0
86,IU5YW03,504696,0,266472,0,0,238224,0
86,XG5YW04,504777,0,367368,0,0,137409,0
86,NK5YW05,504723,0,488271,0,0,16452,0
86,VO5YW06,504732,0,501594,0,0,3138,0
86,OC5YW07,504744,0,201279,0,0,303465,0
86,HR5YW08,503073,0,378921,0,0,124152,0
86,HG5YW09,504750,0,455511,0,0,49239,0
86,DY5YW10,501348,0,228426,0,0,272922,0
86,JE5YW11,504726,0,272358,0,0,232368,0
