Group1,CWAP,,,,,,,
BINS,,,,,,,,
WaferType,QtyNeeded,FeasibleClasses,,,,,,
64,VQYLW38,540267,0,2838,537429,0,0,0
64,BXYLW42,540273,0,0,540273,0,0,0
64,UKYLW50,540249,0,0,540249,0,0,0
64,IDFTW33,539550,0,402144,0,0,137406,0
64,ONFTW37,537834,0,411153,0,0,126681,0
64,UEFTW38,536376,0,367593,0,0,168783,0
64,ACFTW39,540255,0,441549,0,0,98706,0
64,GRFTW40,540252,0,400347,0,0,139905,0
64,VLFTW43,540225,0,441195,0,0,99030,0
64,NPFTW46,540216,0,436728,0,0,103488,0
64,LFFTW47,540234,0,427935,0,0,112299,0
64,QV5CW01,540249,0,48972,491277,0,0,0
64,PM5CW02,540216,0,339498,200718,0,0,0
64,IQ5CW03,540213,0,87765,452448,0,0,0
64,IX5CW04,540180,0,441153,99027,0,0,0
64,SV5CW05,539397,0,110415,428982,0,0,0
64,CF5CW09,540141,0,0,528513,0,0,11628
64,IZ5CW11,540180,0,0,533103,0,0,7077
64,QY5CW12,540246,0,0,532242,0,0,8004
64,ZL5CW13,540255,0,0,531624,0,0,8631
64,CN5CW14,540276,0,0,531642,0,0,8634
64,JM5CW15,540255,0,0,533916,0,2238,4101
64,TK5CW16,540210,0,0,532272,0,1131,6807
64,FD5CW17,540249,0,15654,516657,0,7938,0
64,YL5CW18,538389,0,10152,524811,0,3426,0
64,XK5CW19,540246,0,67053,461628,0,10302,1263
64,JX5CW20,540273,0,37224,489495,0,7509,6045
64,KP5CW21,540258,0,118911,400731,0,19701,915
64,ZG5CW22,540303,0,48432,470706,0,13521,7644
64,HH5CW23,540222,0,154602,348912,0,36708,0
64,CR5CW24,540264,0,35217,473562,0,22299,9186
64,UR5CW25,540159,0,251256,270804,0,18099,0
64,VY6LW26,539430,0,448509,48540,0,42381,0
64,CU6LW27,540189,0,449865,34080,0,56244,0
64,TH6LW28,540093,0,430308,74346,0,33414,2025
64,AW6LW29,540234,0,454524,30489,0,55221,0
64,MB6LW30,540147,0,438549,63051,0,38547,0
64,NY6LW31,540090,0,444150,8970,0,84780,2190
64,WE6LW32,540123,0,466998,36720,0,36405,0
64,BE6LW33,540183,0,413601,60366,0,63528,2688
64,HE6LW34,538764,0,418749,82875,0,37140,0
64,RW6LW35,540075,0,406635,83430,0,46812,3198
64,ZH6LW36,539058,0,466251,37656,0,35151,0
64,LF6LW37,540171,0,434793,63582,0,41796,0
64,VS6LW39,540174,0,432684,72498,0,34992,0
64,ZK6LW40,540255,0,445206,63438,0,30009,1602
64,RR6LW44,540192,0,401670,128751,0,9771,0
64,JK6LW45,538770,0,423972,82290,0,32508,0
64,SS6LW46,540063,0,384315,83730,0,66249,5769
64,QU6LW47,534153,0,363168,37533,0,131214,2238
64,IK6LW48,540252,0,413094,65565,0,54768,6825
64,JR6LW49,540147,0,417222,10569,0,108576,3780
64,LB6LW50,540138,0,448569,46632,0,44937,0
64,XI29W01,537009,0,282519,0,0,254490,0
64,JL29W03,536589,0,289809,0,0,246780,0
64,TV29W04,536496,0,336516,0,0,199980,0
64,EC29W07,537585,0,318666,0,0,218919,0
64,AX29W16,535602,0,391107,0,0,144495,0
64,ZX29W24,536514,0,366900,0,0,169614,0
64,RN29W25,540174,0,385047,0,0,155127,0
64,NX0JW01,534441,0,120621,408690,0,5130,0
64,ZB0JW02,534558,0,258363,273546,0,2649,0
64,HQ0JW03,535713,0,53850,481863,0,0,0
64,FV0JW04,538980,0,105318,433662,0,0,0
64,RD0JW05,538605,0,38826,499779,0,0,0
64,FD0JW06,539004,0,58365,480639,0,0,0
64,NH0JW07,539640,0,17184,522456,0,0,0
64,WX0JW08,540234,0,29847,510387,0,0,0
64,UA0JW09,540078,0,6141,533937,0,0,0
64,LY0JW11,540120,36,17553,522531,0,0,0
64,KD0JW12,536721,0,17442,519279,0,0,0
64,VJ0JW13,533376,0,0,533376,0,0,0
64,YD0JW14,540051,0,9921,530130,0,0,0
64,FO0JW16,535641,0,7917,526809,0,0,915
64,RM0JW17,539988,0,526170,0,0,13818,0
64,KV0JW19,540126,0,528321,0,0,11805,0
64,AD0JW20,537123,0,525702,1794,0,9627,0
64,HL0JW21,539364,0,537570,1794,0,0,0
64,LI0JW22,537783,0,360309,176559,0,915,0
64,KV0JW23,540087,0,504405,35682,0,0,0
64,VC0JW24,540147,0,174723,365424,0,0,0
64,QG0JW25,538674,0,329214,209460,0,0,0
64,GP0JW26,540120,0,80097,460023,0,0,0
64,IX0JW27,538269,0,0,538269,0,0,0
64,GC0JW28,540171,0,41763,498408,0,0,0
64,CZ0JW30,539277,0,27624,511653,0,0,0
64,MT0JW32,538422,0,13029,522744,0,0,2649
64,DK0JW33,540081,0,0,530454,0,0,9627
64,BP0JW34,540048,0,519012,0,0,21036,0
64,CD0JW35,540048,0,526221,0,0,13827,0
64,KR0JW36,540042,0,539139,0,0,903,0
64,EF0JW37,539970,0,533013,0,0,6957,0
64,SK0JW38,540048,0,312357,227691,0,0,0
64,DK0JW39,540150,0,301044,239106,0,0,0
64,AK0JW40,540090,0,155826,384264,0,0,0
64,MM0JW41,540135,0,117354,421674,0,1107,0
64,PP0JW42,539805,0,62436,476298,0,0,1071
64,DI0JW43,540168,0,88788,449292,0,2088,0
64,MO0JW44,540144,0,28269,511875,0,0,0
64,CJ0JW45,540111,0,75609,464502,0,0,0
64,VH0JW46,540126,0,3753,530376,0,0,5997
64,HO0JW47,540096,0,53097,486999,0,0,0
64,JK0JW48,540129,0,2025,538104,0,0,0
64,IH0JW49,540120,0,37740,502380,0,0,0
64,AW0JW50,534597,0,7641,526956,0,0,0
64,JVPKW01,540102,0,1074,539028,0,0,0
64,FGPKW02,540171,0,0,540171,0,0,0
64,KEPKW03,540135,0,2826,535758,0,0,1551
64,YLPKW04,540141,0,0,540141,0,0,0
64,NWPKW05,540132,0,6918,533214,0,0,0
64,MYPKW06,537135,0,0,537135,0,0,0
64,XVPKW07,537993,0,11814,526179,0,0,0
64,QQPKW08,540051,0,0,540051,0,0,0
64,JWPKW09,540096,0,23331,516765,0,0,0
64,PVPKW10,540045,0,0,540045,0,0,0
64,XMPKW11,540006,0,51171,488835,0,0,0
64,NTPKW12,538803,0,0,538803,0,0,0
64,IDPKW13,540126,0,3864,536262,0,0,0
64,JPPKW14,539010,0,0,539010,0,0,0
64,VHPKW15,538911,0,0,538911,0,0,0
64,CVPKW16,540126,0,0,540126,0,0,0
64,JDPKW17,539187,0,3867,535320,0,0,0
64,AQPKW18,540132,0,2577,537555,0,0,0
64,GJPKW19,540123,0,3867,536256,0,0,0
64,FYPKW20,540111,0,2058,538053,0,0,0
64,KBPKW21,540057,0,0,540057,0,0,0
64,AGPKW22,540123,0,0,540123,0,0,0
64,WXPKW23,518652,0,0,518652,0,0,0
64,JMPKW24,540111,0,0,540111,0,0,0
64,XTPKW25,540099,0,0,540099,0,0,0
64,BL3KW01,540150,0,516111,0,0,24039,0
64,RF3KW02,536727,0,509262,0,0,27465,0
64,ZW3KW03,537480,0,507681,0,0,29799,0
64,IM3KW04,538797,0,517032,0,0,21765,0
64,YH3KW05,539448,0,507801,0,0,31647,0
64,UI3KW06,540189,0,522336,0,0,17853,0
64,PG3KW07,540159,0,532464,0,0,7695,0
64,UQ3KW08,540237,0,539106,0,0,1131,0
64,OU3KW09,540198,0,499194,0,0,41004,0
64,UA3KW10,540174,0,490719,0,0,49455,0
64,JA3KW11,540279,0,524244,0,0,16035,0
64,RQ3KW12,540237,0,506994,0,0,33243,0
64,KW3KW13,540285,0,518622,0,0,21663,0
64,MG3KW14,538713,0,504048,0,0,34665,0
64,WK3KW15,540216,0,523194,0,0,17022,0
64,TX3KW16,522336,0,502722,0,0,19614,0
64,RC3KW17,501624,0,447909,0,0,53715,0
64,GQ3KW18,540261,0,486432,0,0,53829,0
64,DE3KW19,533106,0,503406,0,0,29700,0
64,EE3KW20,540288,0,490257,0,0,50031,0
64,IU3KW21,535257,0,503688,0,0,31569,0
64,KX3KW22,537399,0,499371,0,0,38028,0
64,DB3KW23,538713,0,518751,0,0,19962,0
64,LU3KW24,534066,0,517566,0,0,16500,0
64,MG3KW25,540183,0,518853,0,0,21330,0
64,IP3KW26,540177,0,499335,0,0,40842,0
64,RX3KW27,540192,0,492861,0,0,47331,0
64,KA3KW28,540237,0,462888,0,0,77349,0
64,TA3KW29,540174,0,539043,0,0,1131,0
64,UC3KW30,540132,0,513426,0,0,26706,0
64,KB3KW31,539109,0,510084,0,0,29025,0
64,PN3KW32,536385,0,532581,0,0,3804,0
64,NX3KW33,540168,0,537777,0,0,2391,0
64,QN3KW34,540225,0,515175,0,0,25050,0
64,AD3KW35,537933,0,502185,0,0,35748,0
64,MJ3KW36,540234,0,491511,0,0,48723,0
64,QQ3KW37,537969,0,486477,0,0,51492,0
64,RO3KW38,540216,0,447543,0,0,92673,0
64,PT3KW39,540216,0,525282,0,0,14934,0
64,NJ3KW40,537429,0,533772,0,0,3657,0
64,KR3KW41,537789,0,535551,0,0,2238,0
64,UQ3KW42,540213,0,537978,0,0,2235,0
64,BE3KW43,540156,0,539049,0,0,1107,0
64,FU3KW44,537054,0,522837,0,0,14217,0
64,SF3KW45,540189,0,494268,0,0,45921,0
64,WD3KW46,540198,0,527163,0,0,13035,0
64,KB3KW47,539031,0,517596,0,0,21435,0
64,TG3KW48,540183,0,513018,0,0,27165,0
64,FW3KW49,540225,0,511251,0,0,28974,0
64,KF3KW50,540171,0,525300,0,0,14871,0
64,LYY4W01,539238,0,491151,0,0,48087,0
64,UIY4W02,540261,0,453747,0,0,86514,0
64,TZY4W03,538854,0,481785,0,0,57069,0
64,ZAY4W04,540222,0,501162,0,0,39060,0
64,FVY4W05,535920,0,498465,0,0,37455,0
64,KZY4W06,538968,0,487632,0,0,51336,0
64,NKY4W07,531867,0,506376,0,0,25491,0
64,SSY4W08,538767,0,503925,0,0,34842,0
64,HYY4W09,538587,0,495219,0,0,43368,0
64,LJY4W10,536391,0,487611,0,0,48780,0
64,SWY4W11,540264,0,498273,0,0,41991,0
64,VUY4W12,540270,0,445014,0,0,95256,0
64,GJY4W13,539505,0,494106,0,0,45399,0
64,YOY4W14,539187,0,494235,0,0,44952,0
64,XLY4W15,540087,0,515358,0,0,24729,0
64,JTY4W16,537513,0,525453,0,0,12060,0
64,JHY4W17,537423,0,492075,0,0,45348,0
64,YMY4W18,540288,0,487707,0,0,52581,0
64,XLY4W19,540276,0,540276,0,0,0,0
64,XCY4W20,540294,0,540294,0,0,0,0
64,EEY4W21,539214,0,539214,0,0,0,0
64,OXY4W22,540294,0,534714,0,0,5580,0
64,UXY4W23,539136,0,539136,0,0,0,0
64,PZY4W24,540270,0,539196,0,0,1074,0
64,JAY4W25,540258,0,539184,0,0,1074,0
Group2,CWAP,,,,,,,
BINS,,,,,,,,
WaferType,QtyNeeded,FeasibleClasses,,,,,,
65,100509,,,,,,,
65,354294,20,23,,,,,
65,30192945,21,,,,,,
65,7467249,20,21,22,,,,
65,18672,20,21,22,23,24,25,
WAFERS,,,,,,,,
WaferType,ID,QtyTotal,Qty20,Qty21,Qty22,Qty23,Qty24,Qty25
65,ZG13W05,1035537,0,0,0,820710,214827,0
65,KA13W06,1035717,0,0,0,871695,164022,0
65,NO13W07,1035813,0,4698,0,440307,590808,0
65,DZ13W08,1030302,0,0,0,460551,569751,0
65,CK13W09,1034613,0,0,0,272745,761868,0
65,AK13W10,1035771,0,5355,0,170625,859791,0
65,DU13W11,1034394,0,8412,0,430929,595053,0
65,LR13W12,1034340,0,0,0,485733,548607,0
65,QG13W13,1026438,0,0,0,374826,651612,0
65,MF13W14,1035822,0,0,0,683643,352179,0
65,VW13W15,1035948,0,0,0,410502,625446,0
65,BJ13W16,1035861,0,0,0,561168,474693,0
65,EN13W17,1035912,0,0,0,680259,355653,0
65,IY13W18,1029978,0,0,0,530571,499407,0
65,ZJ13W19,1035831,0,4086,0,443019,588726,0
65,TZ13W20,1035849,0,3126,0,603933,428790,0
65,FW13W21,1035921,0,0,0,553887,482034,0
65,MD13W22,1034529,0,5781,0,416628,612120,0
65,II13W23,974850,0,0,0,622611,352239,0
65,TJ13W24,1035762,0,0,0,375108,660654,0
65,JX13W25,1023891,0,0,0,703698,320193,0
65,INJRW02,1032594,0,0,0,710841,321753,0
65,CUJRW04,1033416,0,0,0,773847,259569,0
65,BTRFW04,1035888,0,1035888,0,0,0,0
65,LCRRW03,1033359,0,0,0,879507,153852,0
65,GJRRW04,1034598,0,26598,0,645804,362196,0
65,NDRRW05,1035882,0,0,0,756039,279843,0
65,ECRRW06,1034619,0,27729,5289,625374,376227,0
65,EBRRW07,1034553,0,4086,0,848349,182118,0
65,VARRW08,1034559,0,27723,0,690561,316275,0
65,GFRRW10,1035852,0,18180,0,719808,297864,0
65,ASRRW11,1034532,0,32286,0,803775,198471,0
65,QBRRW12,1034610,0,61791,0,402444,570375,0
65,EHRRW13,1034646,0,55833,0,245445,733368,0
65,IHRRW14,1035864,0,91473,7614,235191,701586,0
65,JHRRW15,1034688,0,69624,4086,367731,593247,0
65,MDRRW16,1034598,0,108870,0,254106,671622,0
65,WYRRW17,1034589,0,82377,0,167115,785097,0
65,NORRW18,1034622,0,72702,0,490716,471204,0
65,GKRRW19,1034631,0,66831,0,265527,702273,0
65,MORRW20,1030602,0,38385,0,400578,591639,0
65,MWRRW21,1034646,0,125340,0,213819,695487,0
65,CKRRW22,1034637,0,48348,0,452145,534144,0
65,MCRRW23,1034583,0,109518,0,140868,784197,0
65,RJRRW24,1034619,0,33189,0,555399,446031,0
65,ZGRRW25,1032543,0,206292,0,7266,818985,0
65,MTYDW01,1035405,0,39555,0,561225,434625,0
65,CEYDW03,1035447,0,21939,0,431268,582240,0
65,XPYDW05,1035570,0,104601,0,542337,388632,0
65,WBYDW07,1035585,0,68418,0,586023,381144,0
65,PUYDW11,1032552,0,10224,0,825438,196890,0
65,KEYDW12,1035708,0,40872,0,592965,401871,0
65,TZYDW13,1035717,0,53553,0,670533,311631,0
65,WJYDW14,1031793,0,25995,0,356031,649767,0
65,GGYDW15,1035717,0,16626,0,707619,311472,0
65,PPYDW16,1033479,0,24243,0,531387,477849,0
65,ULYDW17,1035612,0,9369,0,675234,351009,0
65,NSYDW18,1035783,0,75777,0,461787,498219,0
65,SDYDW19,1033383,0,26418,0,681192,325773,0
65,QFYDW20,1035765,0,106716,0,434532,494517,0
65,OCYDW21,1035489,0,13365,0,735153,286971,0
65,PZYDW22,1031511,0,20784,0,713544,297183,0
65,ICYDW23,1033521,0,35319,0,743355,254847,0
65,UTYDW24,1027554,0,4074,0,743607,279873,0
65,BSYDW25,1034529,0,72768,0,350253,611508,0
65,BXYKW02,1028451,0,111057,0,335136,582258,0
65,RFYKW03,1035474,0,89646,0,315480,630348,0
65,USYKW04,1035435,0,145743,5280,179880,704532,0
65,EIYKW05,1031748,0,47841,0,708537,275370,0
65,DDYKW06,1025511,0,142074,0,85449,797988,0
65,OCYKW07,1035636,0,75852,0,428808,530976,0
65,VLYKW08,1035459,0,184407,0,96411,754641,0
65,UJYKW09,1022814,0,44565,0,620988,357261,0
65,LBYKW10,1035612,0,297900,0,19332,718380,0
65,FKYKW11,1035396,0,220509,11505,131352,672030,0
65,LTYKW12,1035342,0,155577,4905,199293,675567,0
65,ZRYKW13,1032621,0,146250,0,236403,649968,0
65,MNYKW14,1035081,0,253089,13230,31098,737664,0
65,ELYKW15,1035357,0,137943,0,290079,607335,0
65,VQYKW16,1035354,0,328227,0,6489,700638,0
65,ECYKW17,1035459,0,133317,0,91104,811038,0
65,HNYKW18,1035312,0,291258,0,24963,719091,0
65,FRYKW19,1035396,0,162651,9354,78261,785130,0
65,YPYKW20,1035609,0,246858,0,41748,747003,0
65,RVYKW21,1035627,0,99108,0,158121,778398,0
65,NKYKW22,1035522,0,315975,11355,161367,546825,0
65,ANYKW23,1026705,0,155004,5283,123747,742671,0
65,RMYKW24,998937,0,185913,3732,181074,628218,0
65,GEYKW25,1035351,0,74028,0,230676,730647,0
65,FYYRW13,1035843,0,0,1035843,0,0,0
65,RTYRW14,1035042,0,0,1035042,0,0,0
65,NRYRW15,1034055,0,0,1034055,0,0,0
65,HHYRW19,1035939,0,0,1035939,0,0,0
65,YAYRW22,1035933,0,0,1035933,0,0,0
65,SHYRW24,1035897,0,0,1035897,0,0,0
65,NSYRW25,1035903,0,0,1035903,0,0,0
65,MMJ3W01,1035855,0,0,1035855,0,0,0
65,YLJ3W11,1032903,0,0,1032903,0,0,0
65,UHJ3W17,1035804,0,0,1035804,0,0,0
65,FCJ3W18,1035891,0,17769,1018122,0,0,0
65,LWJ3W21,1035930,0,0,1035930,0,0,0
65,JKJ4W02,1033761,0,1027152,6609,0,0,0
65,WBJ4W05,1034733,0,1028955,5778,0,0,0
65,TMJ4W06,1035810,0,1027293,8517,0,0,0
65,AAJ4W14,1035060,0,1030983,4077,0,0,0
65,GAJ4W19,1033803,0,1029726,4077,0,0,0
65,GXJ4W21,1029789,0,1025265,4524,0,0,0
65,ZLYTW06,1035918,0,0,1035918,0,0,0
65,PQYTW08,1035951,0,0,1035951,0,0,0
65,GXYTW09,1035963,0,102852,933111,0,0,0
65,TXYTW11,1026321,0,243969,782352,0,0,0
65,WKYTW13,1035909,0,0,1035909,0,0,0
65,HVYTW17,1035918,0,0,1035918,0,0,0
65,XNYTW23,1035957,0,0,1035957,0,0,0
65,OF9PW04,1034622,0,1034622,0,0,0,0
65,RZ9PW08,1035948,0,1035948,0,0,0,0
65,YC9PW16,1035939,0,1035939,0,0,0,0
65,NVA3W02,1035636,0,0,1035636,0,0,0
65,JCA3W12,1034286,0,0,1034286,0,0,0
65,UGA3W13,1031043,0,0,1031043,0,0,0
65,OLA3W19,1035756,0,0,1035756,0,0,0
65,ZSA3W22,1035816,0,0,1035816,0,0,0
65,AN1HW04,1032171,0,0,1032171,0,0,0
65,MP1HW09,1027026,0,0,1027026,0,0,0
65,NM1HW16,1025082,0,0,1025082,0,0,0
65,WD1HW19,1029963,0,0,1029963,0,0,0
65,BH1HW25,1035876,0,0,1035876,0,0,0
65,JN3FW09,1035945,0,29922,1006023,0,0,0
65,ZZ3FW11,1035858,0,16167,1019691,0,0,0
65,DB3FW21,1033797,0,0,1033797,0,0,0
65,DG3FW24,1035909,0,10404,1025505,0,0,0
65,XV3FW25,1033230,0,58245,974985,0,0,0
65,JH0KW02,1035789,0,1035789,0,0,0,0
65,BD0KW07,1035684,0,1035684,0,0,0,0
65,JE0KW12,1035630,0,1035630,0,0,0,0
65,BM9HW03,973881,0,973881,0,0,0,0
65,WA9HW07,1034001,0,1034001,0,0,0,0
65,JH1MW01,1035795,0,1030695,5100,0,0,0
65,YE1MW05,1035900,0,1035900,0,0,0,0
65,JT1MW10,1035891,0,1035891,0,0,0,0
65,II1MW16,1028157,0,1018794,9363,0,0,0
65,ZB1MW17,1033983,0,1028697,5286,0,0,0
65,JN1MW22,1035930,0,1035930,0,0,0,0
65,XQ1MW23,1034436,0,1030359,4077,0,0,0
65,TZ1MW24,1035816,0,1035816,0,0,0,0
65,VK1MW25,1035882,0,1035882,0,0,0,0
65,ZTP9W02,1035792,0,1035792,0,0,0,0
65,CIP9W07,1035894,0,1033068,0,0,2826,0
65,NEP9W09,1034088,0,1034088,0,0,0,0
65,JTPFW01,1035849,0,1035849,0,0,0,0
65,MIPFW06,1035747,0,1035747,0,0,0,0
65,FJPFW13,1035822,0,1035822,0,0,0,0
65,LJVRW01,1035825,0,0,1035825,0,0,0
65,HBVRW03,1035897,0,0,1035897,0,0,0
65,YBVRW05,1035891,0,0,1035891,0,0,0
65,PUVRW06,1033986,0,0,1033986,0,0,0
65,PJVRW08,1033437,0,0,1033437,0,0,0
65,SVVRW10,1035600,0,0,1035600,0,0,0
65,GWVRW11,1035873,0,0,1035873,0,0,0
65,MVVRW13,1030665,0,0,1030665,0,0,0
65,JKVRW14,1035855,0,0,1035855,0,0,0
65,KJVRW19,1035855,0,0,1035855,0,0,0
65,IQVRW20,1035861,0,0,1035861,0,0,0
65,MCVRW24,1030161,0,0,1030161,0,0,0
65,XBVRW25,1035639,0,0,1035639,0,0,0
65,UTHCW06,1035714,0,1035714,0,0,0,0
65,VQHCW07,1035774,0,1035774,0,0,0,0
65,HZHCW08,1035762,0,1035762,0,0,0,0
65,CPHCW11,1035699,0,1029858,5841,0,0,0
65,QZHCW20,1035828,1035828,0,0,0,0,0
65,FWHCW21,1035573,1035573,0,0,0,0,0
65,SR5MW05,1032021,63,1031958,0,0,0,0
65,KA5MW09,1033449,0,1033449,0,0,0,0
65,VQ5MW10,1035975,0,1035975,0,0,0,0
65,AH5MW11,1035963,0,1035963,0,0,0,0
65,BR5MW13,1033740,0,1033740,0,0,0,0
65,SN5MW16,1033518,0,1033518,0,0,0,0
65,JB5MW20,1033896,0,1033896,0,0,0,0
65,YV5MW22,1031052,0,1031052,0,0,0,0
65,BU5MW23,1035870,0,1035870,0,0,0,0
65,WF5MW24,1032915,0,1032915,0,0,0,0
65,DX5MW25,884532,0,884532,0,0,0,0
65,HVTHW03,1032930,0,1032930,0,0,0,0
65,ZYTHW08,1035711,0,1035711,0,0,0,0
65,BTTHW14,1035726,0,1035726,0,0,0,0
65,SQTHW17,1032762,0,1032762,0,0,0,0
65,FMTHW18,1035789,0,1035789,0,0,0,0
65,QNTHW19,1035738,0,1035738,0,0,0,0
65,SSTHW20,1031964,0,1031964,0,0,0,0
65,ZHTHW22,995250,0,995250,0,0,0,0
65,VWTHW24,1035696,0,1035696,0,0,0,0
65,BQTHW25,1031790,0,1031790,0,0,0,0
65,ACR0W03,1027122,0,1027122,0,0,0,0
65,AIR0W05,1033257,0,1033257,0,0,0,0
65,HGR0W06,1035879,0,1035879,0,0,0,0
65,BHR0W18,1033212,0,1033212,0,0,0,0
65,OWR0W21,1033338,0,1033338,0,0,0,0
65,CAR0W22,1033659,0,1033659,0,0,0,0
65,SVR1W05,1025871,0,1025871,0,0,0,0
65,JOR1W06,1035198,0,1035198,0,0,0,0
65,BWR1W08,1031109,0,1031109,0,0,0,0
65,PHR1W09,1032651,0,1032651,0,0,0,0
65,OKR1W10,1035570,0,1035570,0,0,0,0
65,LGR1W11,1029897,0,1029897,0,0,0,0
65,WVR1W12,1032531,0,1032531,0,0,0,0
65,IFR1W13,1035204,0,1035204,0,0,0,0
65,WTR1W14,1035663,0,1035663,0,0,0,0
65,YAR1W15,1033914,0,1033914,0,0,0,0
65,DMR1W16,1032102,0,1032102,0,0,0,0
65,WFR1W17,1035717,0,1035717,0,0,0,0
65,UQR1W18,1035789,0,1035789,0,0,0,0
65,RUR1W19,1035792,0,1035792,0,0,0,0
65,SLR1W20,1035831,0,1035831,0,0,0,0
