Group1,CWAP,,,,,,,
BINS,,,,,,,,
WaferType,QtyNeeded,FeasibleClasses,,,,,,
65,OIRRW06,1034619,0,27729,5289,625374,376227,0
65,CPRRW07,1034553,0,4086,0,848349,182118,0
65,FNRRW08,1034559,0,27723,0,690561,316275,0
65,NMRRW09,1034559,0,12588,0,905877,116094,0
65,XWRRW10,1035852,0,18180,0,719808,297864,0
65,MLRRW11,1034532,0,32286,0,803775,198471,0
65,UXRRW12,1034610,0,61791,0,402444,570375,0
65,QSRRW13,1034646,0,55833,0,245445,733368,0
65,QJRRW14,1035864,0,91473,7614,235191,701586,0
65,YDRRW15,1034688,0,69624,4086,367731,593247,0
65,YBRRW16,1034598,0,108870,0,254106,671622,0
65,KCRRW17,1034589,0,82377,0,167115,785097,0
65,HFRRW18,1034622,0,72702,0,490716,471204,0
65,NHRRW19,1034631,0,66831,0,265527,702273,0
65,FNRRW20,1030602,0,38385,0,400578,591639,0
65,AARRW21,1034646,0,125340,0,213819,695487,0
65,FVRRW22,1034637,0,48348,0,452145,534144,0
65,LCRRW23,1034583,0,109518,0,140868,784197,0
65,CQRRW24,1034619,0,33189,0,555399,446031,0
65,ZNRRW25,1032543,0,206292,0,7266,818985,0
65,LLYDW01,1035405,0,39555,0,561225,434625,0
65,WCYDW03,1035447,0,21939,0,431268,582240,0
65,MPYDW04,1035633,0,5277,0,829872,200484,0
65,MBYDW05,1035570,0,104601,0,542337,388632,0
65,TOYDW06,1035696,0,8481,0,876543,150672,0
65,JRYDW07,1035585,0,68418,0,586023,381144,0
65,KIYDW09,1035702,0,0,0,856239,179463,0
65,QNYDW10,1035672,0,15720,0,800076,219876,0
65,YAYDW11,1032552,0,10224,0,825438,196890,0
65,IAYDW12,1035708,0,40872,0,592965,401871,0
65,ZGYDW13,1035717,0,53553,0,670533,311631,0
65,GKYDW14,1031793,0,25995,0,356031,649767,0
65,WLYDW15,1035717,0,16626,0,707619,311472,0
65,GYYDW16,1033479,0,24243,0,531387,477849,0
65,LOYDW17,1035612,0,9369,0,675234,351009,0
65,QAYDW18,1035783,0,75777,0,461787,498219,0
65,KKYDW19,1033383,0,26418,0,681192,325773,0
65,RMYDW20,1035765,0,106716,0,434532,494517,0
65,EIYDW21,1035489,0,13365,0,735153,286971,0
65,PRYDW22,1031511,0,20784,0,713544,297183,0
65,SMYDW23,1033521,0,35319,0,743355,254847,0
65,NRYDW24,1027554,0,4074,0,743607,279873,0
65,EIYDW25,1034529,0,72768,0,350253,611508,0
65,QWYKW02,1028451,0,111057,0,335136,582258,0
65,EXYKW03,1035474,0,89646,0,315480,630348,0
65,EBYKW04,1035435,0,145743,5280,179880,704532,0
65,IZYKW05,1031748,0,47841,0,708537,275370,0
65,OFYKW06,1025511,0,142074,0,85449,797988,0
65,EMYKW07,1035636,0,75852,0,428808,530976,0
65,GBYKW08,1035459,0,184407,0,96411,754641,0
65,JOYKW09,1022814,0,44565,0,620988,357261,0
65,PEYKW10,1035612,0,297900,0,19332,718380,0
65,XJYKW11,1035396,0,220509,11505,131352,672030,0
65,HZYKW12,1035342,0,155577,4905,199293,675567,0
65,QDYKW13,1032621,0,146250,0,236403,649968,0
65,IQYKW14,1035081,0,253089,13230,31098,737664,0
65,KQYKW15,1035357,0,137943,0,290079,607335,0
65,HMYKW16,1035354,0,328227,0,6489,700638,0
65,SPYKW17,1035459,0,133317,0,91104,811038,0
65,GNYKW18,1035312,0,291258,0,24963,719091,0
65,UJYKW19,1035396,0,162651,9354,78261,785130,0
65,TOYKW20,1035609,0,246858,0,41748,747003,0
65,KOYKW21,1035627,0,99108,0,158121,778398,0
65,RKYKW22,1035522,0,315975,11355,161367,546825,0
65,WMYKW23,1026705,0,155004,5283,123747,742671,0
65,HSYKW24,998937,0,185913,3732,181074,628218,0
65,BNYKW25,1035351,0,74028,0,230676,730647,0
65,HEYRW13,1035843,0,0,1035843,0,0,0
65,XJYRW14,1035042,0,0,1035042,0,0,0
65,TUYRW15,1034055,0,0,1034055,0,0,0
65,BRYRW19,1035939,0,0,1035939,0,0,0
65,GBYRW22,1035933,0,0,1035933,0,0,0
65,PNYRW24,1035897,0,0,1035897,0,0,0
65,QRYRW25,1035903,0,0,1035903,0,0,0
65,SBJ3W01,1035855,0,0,1035855,0,0,0
65,MPJ3W11,1032903,0,0,1032903,0,0,0
65,GSJ3W17,1035804,0,0,1035804,0,0,0
65,HAJ3W18,1035891,0,17769,1018122,0,0,0
65,UBJ3W21,1035930,0,0,1035930,0,0,0
65,UIJ4W02,1033761,0,1027152,6609,0,0,0
65,SWJ4W05,1034733,0,1028955,5778,0,0,0
65,CDJ4W06,1035810,0,1027293,8517,0,0,0
65,WQJ4W14,1035060,0,1030983,4077,0,0,0
65,OWJ4W19,1033803,0,1029726,4077,0,0,0
65,JCJ4W21,1029789,0,1025265,4524,0,0,0
65,PJYTW06,1035918,0,0,1035918,0,0,0
65,VLYTW08,1035951,0,0,1035951,0,0,0
65,MDYTW09,1035963,0,102852,933111,0,0,0
65,CSYTW11,1026321,0,243969,782352,0,0,0
65,YWYTW13,1035909,0,0,1035909,0,0,0
65,XAYTW17,1035918,0,0,1035918,0,0,0
65,SUYTW23,1035957,0,0,1035957,0,0,0
65,AR9PW04,1034622,0,1034622,0,0,0,0
65,LJ9PW08,1035948,0,1035948,0,0,0,0
65,GG9PW16,1035939,0,1035939,0,0,0,0
65,KVA3W02,1035636,0,0,1035636,0,0,0
65,PKA3W12,1034286,0,0,1034286,0,0,0
65,CEA3W13,1031043,0,0,1031043,0,0,0
65,OCA3W19,1035756,0,0,1035756,0,0,0
65,EYA3W22,1035816,0,0,1035816,0,0,0
65,ZU1HW04,1032171,0,0,1032171,0,0,0
65,HP1HW09,1027026,0,0,1027026,0,0,0
65,MD1HW16,1025082,0,0,1025082,0,0,0
65,TU1HW19,1029963,0,0,1029963,0,0,0
65,GE1HW25,1035876,0,0,1035876,0,0,0
65,XB3FW09,1035945,0,29922,1006023,0,0,0
65,CX3FW11,1035858,0,16167,1019691,0,0,0
65,LR3FW17,1035933,0,0,1035933,0,0,0
65,DI3FW18,1034595,0,3729,1030866,0,0,0
65,DE3FW19,1034703,0,0,1034703,0,0,0
65,FF3FW20,1034634,0,0,1034634,0,0,0
65,QC3FW21,1033797,0,0,1033797,0,0,0
65,RT3FW22,1035846,0,3129,1032717,0,0,0
65,TK3FW23,1035924,0,22662,1013262,0,0,0
65,JH3FW24,1035909,0,10404,1025505,0,0,0
65,OA3FW25,1033230,0,58245,974985,0,0,0
65,NA0KW02,1035789,0,1035789,0,0,0,0
65,WD0KW07,1035684,0,1035684,0,0,0,0
65,SD0KW12,1035630,0,1035630,0,0,0,0
65,HW0KW16,1034733,0,1014285,0,0,20448,0
65,YR9HW03,973881,0,973881,0,0,0,0
65,CC9HW07,1034001,0,1034001,0,0,0,0
65,JJ9HW08,1033827,0,1033827,0,0,0,0
65,TR1MW01,1035795,0,1030695,5100,0,0,0
65,ZK1MW04,1035912,0,1035912,0,0,0,0
65,AF1MW05,1035900,0,1035900,0,0,0,0
65,YA1MW10,1035891,0,1035891,0,0,0,0
65,TU1MW16,1028157,0,1018794,9363,0,0,0
65,DF1MW17,1033983,0,1028697,5286,0,0,0
65,XT1MW22,1035930,0,1035930,0,0,0,0
65,JJ1MW23,1034436,0,1030359,4077,0,0,0
65,KZ1MW24,1035816,0,1035816,0,0,0,0
65,PX1MW25,1035882,0,1035882,0,0,0,0
65,NCP9W01,1033440,0,1033440,0,0,0,0
65,AHP9W02,1035792,0,1035792,0,0,0,0
65,YAP9W05,1035786,0,868638,0,0,167148,0
65,AGP9W07,1035894,0,1033068,0,0,2826,0
65,GNP9W08,1033629,0,1030878,0,0,2751,0
65,CNP9W09,1034088,0,1034088,0,0,0,0
65,TIP9W11,1035867,0,1033038,0,0,2829,0
65,ACP9W12,1034370,0,1029669,0,0,4701,0
65,LZP9W13,1035750,0,1035750,0,0,0,0
65,GIP9W14,1035744,0,1022136,0,0,13608,0
65,BNP9W15,1035798,0,1019364,0,0,16434,0
65,GCP9W19,1035834,0,1011666,0,0,24168,0
65,ZNP9W20,1035861,0,899616,0,0,136245,0
65,FOP9W21,1035822,0,965751,0,0,70071,0
65,NOP9W22,1035774,0,1035774,0,0,0,0
65,GDP9W23,1035819,0,902433,0,0,133386,0
65,NLP9W24,1035720,0,854595,0,0,181125,0
65,VRP9W25,1035222,0,1026930,0,0,8292,0
65,QRPFW01,1035849,0,1035849,0,0,0,0
65,MAPFW03,1029036,0,1029036,0,0,0,0
65,FRPFW06,1035747,0,1035747,0,0,0,0
65,UFPFW12,1035837,0,1035837,0,0,0,0
65,RQPFW13,1035822,0,1035822,0,0,0,0
65,LOPFW14,1034451,0,1034451,0,0,0,0
65,SGPFW18,1035822,0,1035822,0,0,0,0
65,XLPFW25,1035474,0,1035474,0,0,0,0
65,SGVRW01,1035825,0,0,1035825,0,0,0
65,WAVRW03,1035897,0,0,1035897,0,0,0
65,VYVRW05,1035891,0,0,1035891,0,0,0
65,IKVRW06,1033986,0,0,1033986,0,0,0
65,ULVRW08,1033437,0,0,1033437,0,0,0
65,TRVRW10,1035600,0,0,1035600,0,0,0
65,HZVRW11,1035873,0,0,1035873,0,0,0
65,AIVRW13,1030665,0,0,1030665,0,0,0
65,NJVRW14,1035855,0,0,1035855,0,0,0
65,LTVRW19,1035855,0,0,1035855,0,0,0
65,NGVRW20,1035861,0,0,1035861,0,0,0
65,DJVRW24,1030161,0,0,1030161,0,0,0
65,TAVRW25,1035639,0,0,1035639,0,0,0
65,KJHCW06,1035714,0,1035714,0,0,0,0
65,BQHCW07,1035774,0,1035774,0,0,0,0
65,VGHCW08,1035762,0,1035762,0,0,0,0
65,RVHCW09,1035750,0,1035750,0,0,0,0
65,KGHCW11,1035699,0,1029858,5841,0,0,0
65,PUHCW20,1035828,1035828,0,0,0,0,0
65,VRHCW21,1035573,1035573,0,0,0,0,0
65,JBHCW24,1035759,0,1035759,0,0,0,0
65,FTHCW25,1024521,0,1024521,0,0,0,0
65,YC5MW05,1032021,63,1031958,0,0,0,0
65,YS5MW06,1033419,0,1033419,0,0,0,0
65,PD5MW07,1035975,0,1035975,0,0,0,0
65,BJ5MW08,1024557,0,1024557,0,0,0,0
65,VE5MW09,1033449,0,1033449,0,0,0,0
65,XM5MW10,1035975,0,1035975,0,0,0,0
65,DM5MW11,1035963,0,1035963,0,0,0,0
65,HU5MW12,1035954,0,1035954,0,0,0,0
65,OY5MW13,1033740,0,1033740,0,0,0,0
65,JE5MW14,1016349,0,1016349,0,0,0,0
65,PM5MW15,1031322,0,1031322,0,0,0,0
65,AM5MW16,1033518,0,1033518,0,0,0,0
65,OU5MW17,1035957,0,1035957,0,0,0,0
65,SS5MW18,1014912,0,1014912,0,0,0,0
65,NT5MW19,1032885,0,1032885,0,0,0,0
65,JM5MW20,1033896,0,1033896,0,0,0,0
65,AJ5MW21,1033065,0,1033065,0,0,0,0
65,LQ5MW22,1031052,0,1031052,0,0,0,0
65,CR5MW23,1035870,0,1035870,0,0,0,0
65,TY5MW24,1032915,0,1032915,0,0,0,0
65,PL5MW25,884532,0,884532,0,0,0,0
65,LMTHW03,1032930,0,1032930,0,0,0,0
65,XYTHW08,1035711,0,1035711,0,0,0,0
65,DCTHW14,1035726,0,1035726,0,0,0,0
65,NATHW16,1034505,0,1034505,0,0,0,0
65,DKTHW17,1032762,0,1032762,0,0,0,0
65,RBTHW18,1035789,0,1035789,0,0,0,0
65,DLTHW19,1035738,0,1035738,0,0,0,0
65,CLTHW20,1031964,0,1031964,0,0,0,0
65,DVTHW21,1035684,0,1035684,0,0,0,0
65,KITHW22,995250,0,995250,0,0,0,0
65,WBTHW23,1035618,0,1035618,0,0,0,0
65,ULTHW24,1035696,0,1035696,0,0,0,0
65,LTTHW25,1031790,0,1031790,0,0,0,0
65,BRR0W01,1032924,0,1032924,0,0,0,0
65,RWR0W02,1022664,0,1022664,0,0,0,0
65,FLR0W03,1027122,0,1027122,0,0,0,0
65,ODR0W04,1034385,0,1034385,0,0,0,0
65,BNR0W05,1033257,0,1033257,0,0,0,0
65,PQR0W06,1035879,0,1035879,0,0,0,0
65,RQR0W07,1033242,0,1033242,0,0,0,0
65,FMR0W08,1030239,0,1030239,0,0,0,0
65,QZR0W09,1033062,0,1033062,0,0,0,0
65,UZR0W10,1033302,0,1033302,0,0,0,0
65,GZR0W11,1035873,0,1035873,0,0,0,0
65,NRR0W12,1028652,0,1028652,0,0,0,0
65,OYR0W13,1030749,0,1030749,0,0,0,0
65,NHR0W14,1029360,0,1029360,0,0,0,0
65,PJR0W15,1033416,0,1033416,0,0,0,0
65,SLR0W16,1029480,18,1029462,0,0,0,0
65,NJR0W17,1032513,0,1032513,0,0,0,0
65,BWR0W18,1033212,0,1033212,0,0,0,0
65,IGR0W19,1027161,0,1027161,0,0,0,0
65,FGR0W20,1027476,0,1027476,0,0,0,0
65,NZR0W21,1033338,0,1033338,0,0,0,0
65,KPR0W22,1033659,0,1033659,0,0,0,0
65,WNR0W23,1033329,0,1033329,0,0,0,0
65,EUR0W24,1033014,0,1033014,0,0,0,0
65,DJR0W25,1028769,0,1028769,0,0,0,0
65,LVR1W01,991767,0,991767,0,0,0,0
65,RMR1W02,1020084,0,1020084,0,0,0,0
65,NBR1W03,1034865,0,1034865,0,0,0,0
65,DAR1W04,1025181,63,1025118,0,0,0,0
65,IGR1W05,1025871,0,1025871,0,0,0,0
65,XHR1W06,1035198,0,1035198,0,0,0,0
65,ORR1W07,1031622,0,1031622,0,0,0,0
65,UDR1W08,1031109,0,1031109,0,0,0,0
65,CHR1W09,1032651,0,1032651,0,0,0,0
65,OIR1W10,1035570,0,1035570,0,0,0,0
65,DKR1W11,1029897,0,1029897,0,0,0,0
65,TNR1W12,1032531,0,1032531,0,0,0,0
65,LGR1W13,1035204,0,1035204,0,0,0,0
65,OYR1W14,1035663,0,1035663,0,0,0,0
65,UBR1W15,1033914,0,1033914,0,0,0,0
65,TSR1W16,1032102,0,1032102,0,0,0,0
65,DGR1W17,1035717,0,1035717,0,0,0,0
65,YXR1W18,1035789,0,1035789,0,0,0,0
65,UBR1W19,1035792,0,1035792,0,0,0,0
65,WAR1W20,1035831,0,1035831,0,0,0,0
65,SIR1W21,1035822,0,1035822,0,0,0,0
65,XYR1W22,1035726,0,1035726,0,0,0,0
65,IFR1W23,947769,0,947769,0,0,0,0
65,LTR1W24,985602,0,980331,5271,0,0,0
Group2,CWAP,,,,,,,
BINS,,,,,,,,
WaferType,QtyNeeded,FeasibleClasses,,,,,,
64,1026972,21,,,,,,
64,1025586,20,23,,,,,
64,2053941,20,23,,,,,
64,1038786,20,23,,,,,
64,1036308,21,22,,,,,
64,1057365,21,22,,,,,
WAFERS,,,,,,,,
WaferType,ID,QtyTotal,Qty20,Qty21,Qty22,Qty23,Qty24,Qty25
64,UTY3W05,510084,0,0,0,510084,0,0
64,KWY4W46,534951,0,0,0,534951,0,0
64,GUK1W06,540078,0,0,0,540078,0,0
64,FAK1W10,539682,0,0,0,539682,0,0
64,BDK1W13,540126,0,0,0,540126,0,0
64,AGK1W14,539151,0,0,0,539151,0,0
64,NFK1W15,539442,0,0,1788,537654,0,0
64,GHK1W16,540282,0,0,0,540282,0,0
64,NFK1W17,539958,0,0,0,538167,1791,0
64,DHK1W19,540087,0,0,0,538293,1794,0
64,TXK1W20,540036,0,0,0,538431,1605,0
64,IBK1W21,539322,0,0,0,537510,1812,0
64,LOK1W23,540021,0,0,0,540021,0,0
64,PVK1W24,540144,0,0,0,540144,0,0
64,MUK2W05,538080,0,432537,0,0,105543,0
64,EGK2W06,540051,0,420600,0,0,119451,0
64,UVK2W07,540216,0,449439,0,0,90777,0
64,DAK2W08,540258,0,425610,0,0,114648,0
64,QXK2W14,540222,0,433341,0,0,106881,0
64,MJK2W18,540264,0,445362,0,0,94902,0
64,AXK2W23,540285,0,417168,0,0,123117,0
64,VQK2W26,540252,0,436089,0,0,104163,0
64,APK2W27,539991,0,427671,0,0,112320,0
64,NNK2W28,540246,0,437682,0,0,102564,0
64,BQK2W31,540258,0,428706,0,0,111552,0
64,LDK2W34,538527,0,419775,0,0,118752,0
64,CDK2W36,538923,0,407706,0,0,131217,0
64,ZXK2W38,539001,0,428442,0,0,110559,0
64,KIK2W39,540165,0,390195,0,0,149970,0
64,LRK2W41,540228,0,377886,0,0,162342,0
64,EJK2W42,540213,0,411243,0,0,128970,0
64,NHK2W44,539262,0,415443,0,0,123819,0
64,YUK2W45,540231,0,425100,0,0,115131,0
64,MRK2W46,540240,0,416145,0,0,124095,0
64,CFK2W48,540240,0,415329,0,0,124911,0
64,QQK2W50,540147,0,388377,0,0,151770,0
64,TT6VW01,532788,0,0,0,532788,0,0
64,GW6VW03,537156,0,0,0,535434,1722,0
64,BR6VW09,537675,0,0,0,537675,0,0
64,BV6VW24,537798,0,0,0,534291,3507,0
64,BC6VW25,539940,0,0,0,539940,0,0
64,UW6VW26,536619,0,0,0,535332,1287,0
64,IB6VW28,540006,0,0,0,539109,897,0
64,DR6VW30,539880,0,0,0,539880,0,0
64,VG6VW34,525282,0,0,0,524151,1131,0
64,QH6VW35,532503,0,0,0,532503,0,0
64,LU6VW36,537972,0,0,0,537972,0,0
64,FR6VW37,534612,0,0,0,534612,0,0
64,JO6VW38,539205,0,0,0,539205,0,0
64,SG0XW35,540216,0,18753,521463,0,0,0
64,DV0XW36,540039,0,65943,474096,0,0,0
64,LV0XW37,529824,0,12675,517149,0,0,0
64,ZV0XW38,540117,0,162555,377562,0,0,0
64,KIRYW26,537144,0,0,0,537144,0,0
64,WDRYW27,537867,0,0,0,537867,0,0
64,VSRYW28,536454,0,0,0,536454,0,0
64,HPRYW29,537321,0,0,0,537321,0,0
64,QCRYW30,530418,0,0,0,530418,0,0
64,PRRYW31,533745,0,0,0,533745,0,0
64,YXRYW32,521061,1794,0,0,519267,0,0
64,QURYW33,539280,193218,0,0,346062,0,0
64,WVRYW35,538938,141486,7170,0,388011,2271,0
64,PIRYW36,531750,12546,7176,0,506838,5190,0
64,EYRYW37,540120,102042,0,0,438078,0,0
64,OPRYW38,537225,0,0,0,537225,0,0
64,MNRYW39,540096,0,0,0,540096,0,0
64,ZURYW40,531303,0,0,0,531303,0,0
64,SFRYW41,535002,0,0,0,535002,0,0
64,RYRYW42,534828,0,0,0,534828,0,0
64,XNRYW43,538605,0,0,0,538605,0,0
64,QVRYW44,535557,0,0,0,535557,0,0
64,URRYW45,537735,0,0,0,537735,0,0
64,LXRYW46,537345,0,0,0,537345,0,0
64,AVRYW47,540036,0,0,0,540036,0,0
64,DCRYW48,536880,0,0,0,536880,0,0
64,CSRYW49,535626,0,0,0,535626,0,0
64,QURYW50,535887,0,0,0,527403,8484,0
64,PIYLW01,538608,0,12792,525816,0,0,0
64,ZPYLW02,540297,0,0,540297,0,0,0
64,GQYLW05,536736,0,0,536736,0,0,0
64,RLYLW09,540243,0,0,540243,0,0,0
64,THYLW18,535266,0,209775,325491,0,0,0
64,QHYLW19,540210,0,133167,407043,0,0,0
64,SMYLW20,540195,0,127692,412503,0,0,0
64,WKYLW21,540219,0,7434,532785,0,0,0
64,LQYLW22,540135,0,65016,475119,0,0,0
64,TLYLW23,535656,0,22611,513045,0,0,0
64,GVYLW24,503391,0,430557,72660,0,0,174
64,AEYLW28,538428,0,0,538428,0,0,0
64,KRYLW29,540252,0,0,540252,0,0,0
64,IIYLW35,538554,0,42066,496488,0,0,0
64,ULYLW36,540264,0,12297,527967,0,0,0
64,NUYLW37,540282,0,0,540282,0,0,0
64,XFYLW38,540267,0,2838,537429,0,0,0
64,FKYLW42,540273,0,0,540273,0,0,0
64,GBYLW50,540249,0,0,540249,0,0,0
64,RHFTW33,539550,0,402144,0,0,137406,0
64,VFFTW37,537834,0,411153,0,0,126681,0
64,BNFTW38,536376,0,367593,0,0,168783,0
64,BDFTW39,540255,0,441549,0,0,98706,0
64,ENFTW40,540252,0,400347,0,0,139905,0
64,YSFTW43,540225,0,441195,0,0,99030,0
64,RLFTW46,540216,0,436728,0,0,103488,0
64,YEFTW47,540234,0,427935,0,0,112299,0
64,OU5CW01,540249,0,48972,491277,0,0,0
64,HU5CW02,540216,0,339498,200718,0,0,0
64,EO5CW03,540213,0,87765,452448,0,0,0
64,HI5CW04,540180,0,441153,99027,0,0,0
64,QH5CW05,539397,0,110415,428982,0,0,0
64,TV5CW09,540141,0,0,528513,0,0,11628
64,KN5CW11,540180,0,0,533103,0,0,7077
64,HM5CW12,540246,0,0,532242,0,0,8004
64,DJ5CW13,540255,0,0,531624,0,0,8631
64,YM5CW14,540276,0,0,531642,0,0,8634
64,PB5CW15,540255,0,0,533916,0,2238,4101
64,UN5CW16,540210,0,0,532272,0,1131,6807
64,CH5CW17,540249,0,15654,516657,0,7938,0
64,MV5CW18,538389,0,10152,524811,0,3426,0
64,KC5CW19,540246,0,67053,461628,0,10302,1263
64,UB5CW20,540273,0,37224,489495,0,7509,6045
64,WS5CW21,540258,0,118911,400731,0,19701,915
64,RL5CW22,540303,0,48432,470706,0,13521,7644
64,CM5CW23,540222,0,154602,348912,0,36708,0
64,WD5CW24,540264,0,35217,473562,0,22299,9186
64,ZN5CW25,540159,0,251256,270804,0,18099,0
64,OT6LW26,539430,0,448509,48540,0,42381,0
64,TF6LW27,540189,0,449865,34080,0,56244,0
64,SR6LW28,540093,0,430308,74346,0,33414,2025
64,FM6LW29,540234,0,454524,30489,0,55221,0
64,PH6LW30,540147,0,438549,63051,0,38547,0
64,NL6LW31,540090,0,444150,8970,0,84780,2190
64,PM6LW32,540123,0,466998,36720,0,36405,0
64,AU6LW33,540183,0,413601,60366,0,63528,2688
64,RX6LW34,538764,0,418749,82875,0,37140,0
64,CM6LW35,540075,0,406635,83430,0,46812,3198
64,XO6LW36,539058,0,466251,37656,0,35151,0
64,NS6LW37,540171,0,434793,63582,0,41796,0
64,ZS6LW39,540174,0,432684,72498,0,34992,0
64,VW6LW40,540255,0,445206,63438,0,30009,1602
64,JR6LW44,540192,0,401670,128751,0,9771,0
64,NV6LW45,538770,0,423972,82290,0,32508,0
64,NB6LW46,540063,0,384315,83730,0,66249,5769
64,MA6LW47,534153,0,363168,37533,0,131214,2238
64,TX6LW48,540252,0,413094,65565,0,54768,6825
64,OV6LW49,540147,0,417222,10569,0,108576,3780
64,PY6LW50,540138,0,448569,46632,0,44937,0
64,MM29W01,537009,0,282519,0,0,254490,0
64,NK29W03,536589,0,289809,0,0,246780,0
64,CE29W04,536496,0,336516,0,0,199980,0
64,KI29W07,537585,0,318666,0,0,218919,0
64,UY29W16,535602,0,391107,0,0,144495,0
64,BM29W24,536514,0,366900,0,0,169614,0
64,PZ29W25,540174,0,385047,0,0,155127,0
64,FA0JW01,534441,0,120621,408690,0,5130,0
64,FA0JW02,534558,0,258363,273546,0,2649,0
64,VJ0JW03,535713,0,53850,481863,0,0,0
64,CX0JW04,538980,0,105318,433662,0,0,0
64,UR0JW05,538605,0,38826,499779,0,0,0
64,YN0JW06,539004,0,58365,480639,0,0,0
64,AZ0JW07,539640,0,17184,522456,0,0,0
64,AU0JW08,540234,0,29847,510387,0,0,0
64,JG0JW09,540078,0,6141,533937,0,0,0
64,XZ0JW11,540120,36,17553,522531,0,0,0
64,BB0JW12,536721,0,17442,519279,0,0,0
64,EP0JW13,533376,0,0,533376,0,0,0
64,PR0JW14,540051,0,9921,530130,0,0,0
64,LB0JW16,535641,0,7917,526809,0,0,915
64,XO0JW17,539988,0,526170,0,0,13818,0
64,UB0JW19,540126,0,528321,0,0,11805,0
64,LM0JW20,537123,0,525702,1794,0,9627,0
64,US0JW21,539364,0,537570,1794,0,0,0
64,RN0JW22,537783,0,360309,176559,0,915,0
64,ZF0JW23,540087,0,504405,35682,0,0,0
64,VP0JW24,540147,0,174723,365424,0,0,0
64,RV0JW25,538674,0,329214,209460,0,0,0
64,LO0JW26,540120,0,80097,460023,0,0,0
64,EL0JW27,538269,0,0,538269,0,0,0
64,HZ0JW28,540171,0,41763,498408,0,0,0
64,OU0JW30,539277,0,27624,511653,0,0,0
64,OP0JW32,538422,0,13029,522744,0,0,2649
64,YE0JW33,540081,0,0,530454,0,0,9627
64,WQ0JW34,540048,0,519012,0,0,21036,0
64,KE0JW35,540048,0,526221,0,0,13827,0
64,XB0JW36,540042,0,539139,0,0,903,0
64,AG0JW37,539970,0,533013,0,0,6957,0
64,XX0JW38,540048,0,312357,227691,0,0,0
64,CN0JW39,540150,0,301044,239106,0,0,0
64,EH0JW40,540090,0,155826,384264,0,0,0
64,DW0JW41,540135,0,117354,421674,0,1107,0
64,HR0JW42,539805,0,62436,476298,0,0,1071
64,EM0JW43,540168,0,88788,449292,0,2088,0
64,KI0JW44,540144,0,28269,511875,0,0,0
64,DB0JW45,540111,0,75609,464502,0,0,0
64,NA0JW46,540126,0,3753,530376,0,0,5997
64,TX0JW47,540096,0,53097,486999,0,0,0
