Group1,CWAP,,,,,,,
BINS,,,,,,,,
WaferType,QtyNeeded,FeasibleClasses,,,,,,
64,RYPKW11,540006,0,51171,488835,0,0,0
64,QJPKW12,538803,0,0,538803,0,0,0
64,CMPKW13,540126,0,3864,536262,0,0,0
64,GSPKW14,539010,0,0,539010,0,0,0
64,MQPKW15,538911,0,0,538911,0,0,0
64,EPPKW16,540126,0,0,540126,0,0,0
64,CQPKW17,539187,0,3867,535320,0,0,0
64,QPPKW18,540132,0,2577,537555,0,0,0
64,PPPKW19,540123,0,3867,536256,0,0,0
64,ALPKW20,540111,0,2058,538053,0,0,0
64,PQPKW21,540057,0,0,540057,0,0,0
64,XVPKW22,540123,0,0,540123,0,0,0
64,UHPKW23,518652,0,0,518652,0,0,0
64,MBPKW24,540111,0,0,540111,0,0,0
64,SAPKW25,540099,0,0,540099,0,0,0
Group2,CWAP,,,,,,,
BINS,,,,,,,,
WaferType,QtyNeeded,FeasibleClasses,,,,,,
65,14125518,21,,,,,,
65,2022822,21,22,,,,,
65,1092324,21,24,,,,,
WAFERS,,,,,,,,
WaferType,ID,QtyTotal,Qty20,Qty21,Qty22,Qty23,Qty24,Qty25
65,BO13W04,1035618,0,0,0,879669,155949,0
65,GE13W05,1035537,0,0,0,820710,214827,0
65,HF13W06,1035717,0,0,0,871695,164022,0
65,TH13W07,1035813,0,4698,0,440307,590808,0
65,TG13W08,1030302,0,0,0,460551,569751,0
65,JL13W09,1034613,0,0,0,272745,761868,0
65,EO13W10,1035771,0,5355,0,170625,859791,0
65,SE13W11,1034394,0,8412,0,430929,595053,0
65,OA13W12,1034340,0,0,0,485733,548607,0
65,RH13W13,1026438,0,0,0,374826,651612,0
65,NF13W14,1035822,0,0,0,683643,352179,0
65,MA13W15,1035948,0,0,0,410502,625446,0
65,KA13W16,1035861,0,0,0,561168,474693,0
65,BU13W17,1035912,0,0,0,680259,355653,0
65,PV13W18,1029978,0,0,0,530571,499407,0
65,ZF13W19,1035831,0,4086,0,443019,588726,0
65,AM13W20,1035849,0,3126,0,603933,428790,0
65,OP13W21,1035921,0,0,0,553887,482034,0
65,IX13W22,1034529,0,5781,0,416628,612120,0
65,JL13W23,974850,0,0,0,622611,352239,0
65,VH13W24,1035762,0,0,0,375108,660654,0
65,WT13W25,1023891,0,0,0,703698,320193,0
65,BEJRW02,1032594,0,0,0,710841,321753,0
65,MJJRW04,1033416,0,0,0,773847,259569,0
65,CQJRW05,1033506,0,0,0,754365,279141,0
65,SMJRW06,1031487,0,0,0,833304,198183,0
65,JKJRW08,1034475,0,0,0,882666,151809,0
65,MVJRW10,1035528,0,0,0,912429,123099,0
65,BFJRW12,1000482,0,0,0,787977,212505,0
65,TGJRW13,1033422,0,0,0,883719,149703,0
65,EYJRW14,1033425,0,0,0,1009143,24282,0
65,SXJRW19,1035267,0,0,0,944490,90777,0
65,HEJRW21,1032645,0,0,0,829554,203091,0
65,KSJRW22,1026147,0,0,0,849312,176835,0
65,ZCJRW23,1027251,0,0,0,762942,264309,0
65,VQJRW25,1023513,0,0,0,783294,240219,0
65,RFRFW04,1035888,0,1035888,0,0,0,0
65,LFA1W13,1027905,0,0,0,796887,231018,0
65,JTA1W22,1033806,0,0,0,846504,187302,0
65,ZGDVW05,1035600,0,0,0,1018113,17487,0
65,ORDVW11,986337,0,7578,0,910044,68715,0
65,RYDVW22,1034037,0,6723,0,808569,218745,0
65,DNDVW23,1032216,0,0,0,951516,80700,0
65,VQDVW25,1035717,0,4701,0,953466,77550,0
65,ZTNNW03,1035846,0,1035846,0,0,0,0
65,NDNNW05,1035792,0,1035792,0,0,0,0
65,EDRPW01,1035780,0,0,0,907911,127869,0
65,GWRPW04,1034631,0,0,0,946095,88536,0
65,PYRPW06,1034379,0,0,0,871500,162879,0
65,MXRPW11,1035903,0,0,0,838194,197709,0
65,UTRPW18,1035957,0,0,0,916644,119313,0
65,JARPW24,1029096,0,0,0,891150,137946,0
65,UBRRW01,1034604,0,2706,0,974367,57531,0
65,VDRRW02,1034577,0,16152,0,934944,83481,0
65,YHRRW03,1033359,0,0,0,879507,153852,0
65,MIRRW04,1034598,0,26598,0,645804,362196,0
65,GNRRW05,1035882,0,0,0,756039,279843,0
65,RMRRW06,1034619,0,27729,5289,625374,376227,0
65,HTRRW07,1034553,0,4086,0,848349,182118,0
65,UTRRW08,1034559,0,27723,0,690561,316275,0
65,ITRRW09,1034559,0,12588,0,905877,116094,0
65,SFRRW10,1035852,0,18180,0,719808,297864,0
65,OSRRW11,1034532,0,32286,0,803775,198471,0
65,MNRRW12,1034610,0,61791,0,402444,570375,0
65,ZORRW13,1034646,0,55833,0,245445,733368,0
65,QKRRW14,1035864,0,91473,7614,235191,701586,0
65,GBRRW15,1034688,0,69624,4086,367731,593247,0
65,MURRW16,1034598,0,108870,0,254106,671622,0
65,HRRRW17,1034589,0,82377,0,167115,785097,0
65,EBRRW18,1034622,0,72702,0,490716,471204,0
65,SRRRW19,1034631,0,66831,0,265527,702273,0
65,RSRRW20,1030602,0,38385,0,400578,591639,0
65,HFRRW21,1034646,0,125340,0,213819,695487,0
65,WQRRW22,1034637,0,48348,0,452145,534144,0
65,MURRW23,1034583,0,109518,0,140868,784197,0
65,PVRRW24,1034619,0,33189,0,555399,446031,0
65,ESRRW25,1032543,0,206292,0,7266,818985,0
65,PAYDW01,1035405,0,39555,0,561225,434625,0
65,BEYDW02,1033218,0,5934,0,907449,119835,0
65,LCYDW03,1035447,0,21939,0,431268,582240,0
65,OHYDW04,1035633,0,5277,0,829872,200484,0
65,EJYDW05,1035570,0,104601,0,542337,388632,0
65,QBYDW06,1035696,0,8481,0,876543,150672,0
65,BEYDW07,1035585,0,68418,0,586023,381144,0
65,BWYDW09,1035702,0,0,0,856239,179463,0
65,EPYDW10,1035672,0,15720,0,800076,219876,0
65,PSYDW11,1032552,0,10224,0,825438,196890,0
65,BQYDW12,1035708,0,40872,0,592965,401871,0
65,BAYDW13,1035717,0,53553,0,670533,311631,0
65,YJYDW14,1031793,0,25995,0,356031,649767,0
65,VVYDW15,1035717,0,16626,0,707619,311472,0
65,BEYDW16,1033479,0,24243,0,531387,477849,0
65,ZVYDW17,1035612,0,9369,0,675234,351009,0
65,FOYDW18,1035783,0,75777,0,461787,498219,0
65,MLYDW19,1033383,0,26418,0,681192,325773,0
65,TDYDW20,1035765,0,106716,0,434532,494517,0
65,GBYDW21,1035489,0,13365,0,735153,286971,0
65,NLYDW22,1031511,0,20784,0,713544,297183,0
65,NIYDW23,1033521,0,35319,0,743355,254847,0
65,BFYDW24,1027554,0,4074,0,743607,279873,0
65,DRYDW25,1034529,0,72768,0,350253,611508,0
65,PPYKW02,1028451,0,111057,0,335136,582258,0
65,QAYKW03,1035474,0,89646,0,315480,630348,0
65,FMYKW04,1035435,0,145743,5280,179880,704532,0
65,RZYKW05,1031748,0,47841,0,708537,275370,0
65,YAYKW06,1025511,0,142074,0,85449,797988,0
65,FBYKW07,1035636,0,75852,0,428808,530976,0
65,HSYKW08,1035459,0,184407,0,96411,754641,0
65,FAYKW09,1022814,0,44565,0,620988,357261,0
65,KVYKW10,1035612,0,297900,0,19332,718380,0
65,VNYKW11,1035396,0,220509,11505,131352,672030,0
65,SPYKW12,1035342,0,155577,4905,199293,675567,0
65,CAYKW13,1032621,0,146250,0,236403,649968,0
65,JOYKW14,1035081,0,253089,13230,31098,737664,0
65,FQYKW15,1035357,0,137943,0,290079,607335,0
65,DTYKW16,1035354,0,328227,0,6489,700638,0
65,YSYKW17,1035459,0,133317,0,91104,811038,0
65,FDYKW18,1035312,0,291258,0,24963,719091,0
65,GLYKW19,1035396,0,162651,9354,78261,785130,0
65,OYYKW20,1035609,0,246858,0,41748,747003,0
65,QTYKW21,1035627,0,99108,0,158121,778398,0
65,WNYKW22,1035522,0,315975,11355,161367,546825,0
65,NSYKW23,1026705,0,155004,5283,123747,742671,0
65,XEYKW24,998937,0,185913,3732,181074,628218,0
65,TUYKW25,1035351,0,74028,0,230676,730647,0
65,FMYRW13,1035843,0,0,1035843,0,0,0
65,XGYRW14,1035042,0,0,1035042,0,0,0
65,JQYRW15,1034055,0,0,1034055,0,0,0
65,ZAYRW19,1035939,0,0,1035939,0,0,0
65,NPYRW22,1035933,0,0,1035933,0,0,0
65,RQYRW24,1035897,0,0,1035897,0,0,0
65,HBYRW25,1035903,0,0,1035903,0,0,0
65,VEJ3W01,1035855,0,0,1035855,0,0,0
65,CNJ3W11,1032903,0,0,1032903,0,0,0
65,WDJ3W17,1035804,0,0,1035804,0,0,0
65,MUJ3W18,1035891,0,17769,1018122,0,0,0
65,LLJ3W21,1035930,0,0,1035930,0,0,0
65,FCJ4W02,1033761,0,1027152,6609,0,0,0
65,QEJ4W05,1034733,0,1028955,5778,0,0,0
65,CJJ4W06,1035810,0,1027293,8517,0,0,0
65,CEJ4W14,1035060,0,1030983,4077,0,0,0
65,ULJ4W19,1033803,0,1029726,4077,0,0,0
65,LQJ4W21,1029789,0,1025265,4524,0,0,0
65,WSXNW24,1035696,0,1035696,0,0,0,0
65,IPYTW06,1035918,0,0,1035918,0,0,0
65,DFYTW08,1035951,0,0,1035951,0,0,0
65,YZYTW09,1035963,0,102852,933111,0,0,0
65,HZYTW11,1026321,0,243969,782352,0,0,0
65,MVYTW13,1035909,0,0,1035909,0,0,0
65,RIYTW17,1035918,0,0,1035918,0,0,0
65,QKYTW20,1035960,0,18339,1017621,0,0,0
65,IQYTW22,1031271,0,0,1031271,0,0,0
65,HKYTW23,1035957,0,0,1035957,0,0,0
65,BLYTW24,1035882,0,17628,1018254,0,0,0
65,BH9PW04,1034622,0,1034622,0,0,0,0
65,ZV9PW08,1035948,0,1035948,0,0,0,0
65,XD9PW16,1035939,0,1035939,0,0,0,0
65,MMA3W02,1035636,0,0,1035636,0,0,0
65,VVA3W12,1034286,0,0,1034286,0,0,0
65,PFA3W13,1031043,0,0,1031043,0,0,0
65,IKA3W19,1035756,0,0,1035756,0,0,0
65,EGA3W22,1035816,0,0,1035816,0,0,0
65,ZHHLW13,1035540,0,1025850,0,0,9690,0
65,VM1HW04,1032171,0,0,1032171,0,0,0
65,EF1HW09,1027026,0,0,1027026,0,0,0
65,QV1HW13,1033950,0,0,1033950,0,0,0
65,NT1HW16,1025082,0,0,1025082,0,0,0
65,TS1HW19,1029963,0,0,1029963,0,0,0
65,WE1HW25,1035876,0,0,1035876,0,0,0
65,DA3FW09,1035945,0,29922,1006023,0,0,0
65,PK3FW11,1035858,0,16167,1019691,0,0,0
65,RB3FW13,1035894,0,2829,1033065,0,0,0
65,QI3FW14,1031856,0,13494,1018362,0,0,0
65,IU3FW15,1035873,0,113496,922377,0,0,0
65,MV3FW16,1035909,0,82854,953055,0,0,0
65,DQ3FW17,1035933,0,0,1035933,0,0,0
65,FM3FW18,1034595,0,3729,1030866,0,0,0
65,AG3FW19,1034703,0,0,1034703,0,0,0
65,FC3FW20,1034634,0,0,1034634,0,0,0
65,QA3FW21,1033797,0,0,1033797,0,0,0
65,PO3FW22,1035846,0,3129,1032717,0,0,0
65,HV3FW23,1035924,0,22662,1013262,0,0,0
65,RE3FW24,1035909,0,10404,1025505,0,0,0
65,HD3FW25,1033230,0,58245,974985,0,0,0
65,KU0KW02,1035789,0,1035789,0,0,0,0
65,QQ0KW07,1035684,0,1035684,0,0,0,0
65,SP0KW12,1035630,0,1035630,0,0,0,0
65,QX0KW16,1034733,0,1014285,0,0,20448,0
65,TD9HW03,973881,0,973881,0,0,0,0
65,PQ9HW07,1034001,0,1034001,0,0,0,0
65,YB9HW08,1033827,0,1033827,0,0,0,0
65,AI1MW01,1035795,0,1030695,5100,0,0,0
65,BZ1MW04,1035912,0,1035912,0,0,0,0
65,PA1MW05,1035900,0,1035900,0,0,0,0
65,TM1MW10,1035891,0,1035891,0,0,0,0
65,MU1MW16,1028157,0,1018794,9363,0,0,0
65,OD1MW17,1033983,0,1028697,5286,0,0,0
65,LB1MW22,1035930,0,1035930,0,0,0,0
65,DV1MW23,1034436,0,1030359,4077,0,0,0
65,KM1MW24,1035816,0,1035816,0,0,0,0
65,BE1MW25,1035882,0,1035882,0,0,0,0
65,KS1PW07,1032777,0,1032777,0,0,0,0
65,FN1PW10,1028469,0,1028469,0,0,0,0
65,YPP9W01,1033440,0,1033440,0,0,0,0
65,VCP9W02,1035792,0,1035792,0,0,0,0
65,NCP9W05,1035786,0,868638,0,0,167148,0
65,MZP9W07,1035894,0,1033068,0,0,2826,0
65,BOP9W08,1033629,0,1030878,0,0,2751,0
65,OYP9W09,1034088,0,1034088,0,0,0,0
65,TRP9W11,1035867,0,1033038,0,0,2829,0
65,OHP9W12,1034370,0,1029669,0,0,4701,0
65,KXP9W13,1035750,0,1035750,0,0,0,0
65,HWP9W14,1035744,0,1022136,0,0,13608,0
65,COP9W15,1035798,0,1019364,0,0,16434,0
65,EPP9W19,1035834,0,1011666,0,0,24168,0
65,UXP9W20,1035861,0,899616,0,0,136245,0
65,SDP9W21,1035822,0,965751,0,0,70071,0
65,PUP9W22,1035774,0,1035774,0,0,0,0
65,QHP9W23,1035819,0,902433,0,0,133386,0
65,DOP9W24,1035720,0,854595,0,0,181125,0
65,BZP9W25,1035222,0,1026930,0,0,8292,0
65,ERPFW01,1035849,0,1035849,0,0,0,0
65,ZKPFW03,1029036,0,1029036,0,0,0,0
65,HOPFW06,1035747,0,1035747,0,0,0,0
65,CWPFW12,1035837,0,1035837,0,0,0,0
65,MEPFW13,1035822,0,1035822,0,0,0,0
65,CTPFW14,1034451,0,1034451,0,0,0,0
65,XUPFW18,1035822,0,1035822,0,0,0,0
65,TNPFW25,1035474,0,1035474,0,0,0,0
65,LJVRW01,1035825,0,0,1035825,0,0,0
65,KJVRW03,1035897,0,0,1035897,0,0,0
65,LGVRW05,1035891,0,0,1035891,0,0,0
65,HPVRW06,1033986,0,0,1033986,0,0,0
65,JIVRW08,1033437,0,0,1033437,0,0,0
65,KGVRW10,1035600,0,0,1035600,0,0,0
65,XGVRW11,1035873,0,0,1035873,0,0,0
65,VEVRW13,1030665,0,0,1030665,0,0,0
65,QPVRW14,1035855,0,0,1035855,0,0,0
65,CTVRW19,1035855,0,0,1035855,0,0,0
65,XWVRW20,1035861,0,0,1035861,0,0,0
65,OOVRW24,1030161,0,0,1030161,0,0,0
65,MHVRW25,1035639,0,0,1035639,0,0,0
65,CQHCW06,1035714,0,1035714,0,0,0,0
65,VZHCW07,1035774,0,1035774,0,0,0,0
65,GVHCW08,1035762,0,1035762,0,0,0,0
65,ADHCW09,1035750,0,1035750,0,0,0,0
65,WUHCW11,1035699,0,1029858,5841,0,0,0
65,ERHCW16,1034409,0,1034409,0,0,0,0
65,OYHCW17,1035903,0,1035903,0,0,0,0
65,JJHCW18,1035861,0,1035861,0,0,0,0
65,AZHCW19,1035891,0,1035891,0,0,0,0
65,EVHCW20,1035828,1035828,0,0,0,0,0
65,ZGHCW21,1035573,1035573,0,0,0,0,0
65,IXHCW22,1035645,0,1035645,0,0,0,0
65,DHHCW23,1035705,0,1035705,0,0,0,0
65,RAHCW24,1035759,0,1035759,0,0,0,0
65,POHCW25,1024521,0,1024521,0,0,0,0
65,VW5MW01,1035897,0,1035897,0,0,0,0
65,XD5MW02,1033047,0,1033047,0,0,0,0
65,ER5MW03,1035948,0,1035948,0,0,0,0
65,UK5MW04,1033758,0,1033758,0,0,0,0
65,BO5MW05,1032021,63,1031958,0,0,0,0
65,GU5MW06,1033419,0,1033419,0,0,0,0
65,KB5MW07,1035975,0,1035975,0,0,0,0
65,AY5MW08,1024557,0,1024557,0,0,0,0
65,BD5MW09,1033449,0,1033449,0,0,0,0
65,KN5MW10,1035975,0,1035975,0,0,0,0
65,WO5MW11,1035963,0,1035963,0,0,0,0
65,JQ5MW12,1035954,0,1035954,0,0,0,0
65,IW5MW13,1033740,0,1033740,0,0,0,0
65,HY5MW14,1016349,0,1016349,0,0,0,0
65,WZ5MW15,1031322,0,1031322,0,0,0,0
